tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
264,1194,840003268417675,1,A1,43,2025-07-01,1,1,2,10:25a,4.4,12,43.1,264,2025-07-01,2.5,2.9,15,5.0,6.2,9.3,9.1,11.6,2025-07-01 10:25:00
276,1172,840003268417032,1,A1,131,2025-07-01,1,1,2,10:39a,3.2,12,47.3,276,2025-07-01,2.0,2.7,882,4.6,5.7,13.1,8.4,10.4,2025-07-01 10:39:00
288,1104,840003268416719,1,A1,234,2025-07-01,1,1,2,10:52a,4.6,12,52.3,288,2025-07-01,2.5,2.6,44,4.9,6.0,19.7,8.6,11.1,2025-07-01 10:52:00
300,1210,840003268417717,1,A1,34,2025-07-01,1,1,2,11:01a,3.8,12,43.7,300,2025-07-01,3.0,2.6,9,4.9,6.0,11.6,8.6,11.6,2025-07-01 11:01:00
312,490,840003236993334,5,B2,173,2025-07-01,1,2,2,11:21a,4.2,12,18.7,312,2025-07-01,3.8,2.6,258,4.6,5.7,14.6,8.3,12.1,2025-07-01 11:21:00
324,210,840003236992754,7,B2,123,2025-07-01,1,2,2,11:30a,4.5,12,7.4,324,2025-07-01,3.9,2.5,38,4.7,5.8,16.2,8.3,12.2,2025-07-01 11:30:00
336,687,840003236992755,4,B2,254,2025-07-01,1,2,2,11:42a,4.6,12,26.8,336,2025-07-01,2.0,2.6,84,3.9,5.0,16.2,7.6,9.6,2025-07-01 11:42:00
348,800,840003236994285,3,B2,171,2025-07-01,1,2,2,11:54a,5.1,12,26.3,348,2025-07-01,4.2,2.8,11,4.8,5.9,16.9,8.7,12.9,2025-07-01 11:54:00
360,985,840003250697506,2,B2,96,2025-07-01,1,2,2,12:06p,3.9,12,27.2,360,2025-07-01,3.9,2.5,0,4.8,5.9,15.5,8.4,12.3,2025-07-01 12:06:00
372,1198,840003268417676,1,A1,72,2025-07-01,2,2,3,5:44p,4.0,12,27.6,372,2025-07-01,2.3,2.7,159,4.9,6.0,12.2,8.7,11.0,2025-07-01 17:44:00
384,1172,840003268417032,1,A1,131,2025-07-01,2,2,3,5:58p,3.2,12,28.5,384,2025-07-01,2.7,2.9,1036,4.6,5.7,12.7,8.6,11.3,2025-07-01 17:58:00
396,1194,840003268417675,1,A1,43,2025-07-01,2,2,3,6:08p,4.4,12,32.2,396,2025-07-01,3.4,2.9,33,5.0,6.1,8.1,9.0,12.4,2025-07-01 18:08:00
408,1174,840003268416657,1,A1,115,2025-07-01,2,2,3,6:19p,3.7,12,31.2,408,2025-07-01,3.5,3.0,14,4.8,6.0,13.2,9.0,12.5,2025-07-01 18:19:00
420,1186,840003268417687,1,A1,68,2025-07-01,2,2,3,6:34p,4.3,12,33.8,420,2025-07-01,3.2,2.6,540,4.6,5.8,11.4,8.4,11.6,2025-07-01 18:34:00
432,826,840003236992668,3,B2,205,2025-07-01,2,3,3,6:50p,4.5,12,53.7,432,2025-07-01,2.7,2.8,10,5.2,6.3,14.4,9.1,11.8,2025-07-01 18:50:00
444,760,840003236994258,3,B2,275,2025-07-01,2,3,3,7:06p,4.2,12,34.7,444,2025-07-01,3.2,2.8,24,5.0,6.1,12.8,8.9,12.1,2025-07-01 19:06:00
456,661,840003236994032,4,B2,177,2025-07-01,2,3,3,7:19p,4.8,12,38.5,456,2025-07-01,3.1,2.8,31,4.8,5.9,9.8,8.7,11.8,2025-07-01 19:19:00
468,616,840003236994014,4,B2,205,2025-07-01,2,3,3,7:30p,5.0,12,31.9,468,2025-07-01,3.6,3.0,11,5.0,6.2,14.7,9.2,12.8,2025-07-01 19:30:00
480,913,840003249943127,2,B2,247,2025-07-01,2,3,3,7:42p,4.3,12,25.9,480,2025-07-01,5.0,3.4,37,4.8,5.9,17.2,9.3,14.3,2025-07-01 19:42:00
492,1167,840003268417033,1,A1,131,2025-07-01,2,3,3,11:00p,3.8,12,20.8,492,2025-07-01,4.0,3.0,115,5.0,6.1,11.8,9.1,13.1,2025-07-01 23:00:00
504,1209,840003268417681,1,A1,32,2025-07-01,2,3,3,11:10p,3.8,12,21.7,504,2025-07-01,3.4,2.5,540,4.9,6.0,11.8,8.5,11.9,2025-07-01 23:10:00
516,1133,840003268417071,1,A1,210,2025-07-01,2,3,3,11:20p,3.8,12,18.8,516,2025-07-01,3.1,2.9,282,4.8,5.9,10.6,8.8,11.9,2025-07-01 23:20:00
528,1171,840003268417037,1,A1,127,2025-07-01,2,3,3,11:32p,3.3,12,23.6,528,2025-07-01,2.4,2.7,157,4.4,5.5,13.3,8.2,10.6,2025-07-01 23:32:00
540,1200,840003268417695,1,A1,54,2025-07-01,2,3,3,11:40p,4.7,12,20.0,540,2025-07-01,4.1,2.8,42,5.0,6.1,12.9,8.9,13.0,2025-07-01 23:40:00
552,760,840003236994258,3,B2,276,2025-07-02,2,1,4,6:13a,4.2,12,53.3,552,2025-07-02,2.8,2.7,14,4.7,5.8,13.4,8.5,11.3,2025-07-02 06:13:00
564,210,840003236992754,7,B2,124,2025-07-02,2,1,4,6:24a,4.6,12,50.6,564,2025-07-02,3.7,2.5,6,4.9,6.0,12.8,8.5,12.2,2025-07-02 06:24:00
576,180,840003236992779,7,B2,193,2025-07-02,2,1,4,6:39a,4.1,12,39.1,576,2025-07-02,2.9,2.3,1274,4.6,5.8,15.4,8.1,11.0,2025-07-02 06:39:00
588,683,840003236994031,4,B2,187,2025-07-02,2,1,4,6:52a,4.4,12,58.5,588,2025-07-02,3.0,2.7,8,4.9,6.0,13.3,8.7,11.7,2025-07-02 06:52:00
600,458,840003236992403,6,B2,25,2025-07-02,2,1,4,7:04a,4.3,12,48.8,600,2025-07-02,3.4,2.6,36,4.8,6.0,8.7,8.6,12.0,2025-07-02 07:04:00
612,1138,840003268417054,1,A1,204,2025-07-02,2,1,4,9:29a,4.7,12,47.1,612,2025-07-02,3.1,3.0,28,4.9,6.0,14.2,9.0,12.1,2025-07-02 09:29:00
624,1146,840003268417055,1,A1,181,2025-07-02,2,1,4,9:42a,5.3,12,48.1,624,2025-07-02,2.2,2.9,4,4.7,5.9,7.2,8.8,11.0,2025-07-02 09:42:00
636,1193,840003268416660,1,A1,85,2025-07-02,2,1,4,9:52a,3.6,12,43.3,636,2025-07-02,3.2,2.5,21,4.8,5.9,10.8,8.4,11.6,2025-07-02 09:52:00
648,1149,840003268417040,1,A1,85,2025-07-02,2,1,4,10:01a,6.8,12,53.5,648,2025-07-02,1.8,2.4,130,4.8,5.9,10.3,8.3,10.1,2025-07-02 10:01:00
660,1132,840003268417051,1,A1,226,2025-07-02,2,1,4,10:14a,4.7,12,41.5,660,2025-07-02,3.9,3.0,16,4.8,5.9,13.1,8.9,12.8,2025-07-02 10:14:00
672,794,840003236994264,3,B2,216,2025-07-02,2,2,4,11:02a,5.7,12,27.3,672,2025-07-02,7.3,2.9,16,4.6,5.7,17.7,8.6,15.9,2025-07-02 11:02:00
684,760,840003236994258,3,B2,276,2025-07-02,2,2,4,11:12a,4.2,12,31.1,684,2025-07-02,4.2,2.6,24,4.7,5.8,16.6,8.4,12.6,2025-07-02 11:12:00
696,527,840003236993693,5,B2,178,2025-07-02,2,2,4,11:33a,6.1,12,21.2,696,2025-07-02,3.8,3.0,6,4.8,5.9,13.4,8.9,12.7,2025-07-02 11:33:00
708,967,840003250697462,2,B2,96,2025-07-02,2,2,4,11:37a,4.3,12,20.9,708,2025-07-02,2.4,2.4,15,4.1,5.2,15.3,7.6,10.0,2025-07-02 11:37:00
720,468,840003236994222,5,B2,168,2025-07-02,2,2,4,11:48a,4.9,12,13.0,720,2025-07-02,4.7,3.0,357,4.8,5.9,16.3,8.9,13.6,2025-07-02 11:48:00
732,1175,840003268417070,1,A1,93,2025-07-02,3,2,5,5:39p,3.7,12,30.8,732,2025-07-02,3.8,3.0,46,4.8,5.9,14.9,8.9,12.7,2025-07-02 17:39:00
744,1162,840003268417028,1,A1,109,2025-07-02,3,2,5,5:50p,3.7,12,29.2,744,2025-07-02,3.8,2.9,88,5.1,6.2,14.7,9.1,12.9,2025-07-02 17:50:00
756,1193,840003268416660,1,A1,85,2025-07-02,3,2,5,6:00p,3.6,12,29.4,756,2025-07-02,3.5,2.8,61,4.8,6.0,9.4,8.8,12.3,2025-07-02 18:00:00
768,1200,840003268417695,1,A1,54,2025-07-02,3,2,5,6:11p,4.7,12,29.0,768,2025-07-02,3.6,2.8,17,5.0,6.1,12.4,8.9,12.5,2025-07-02 18:11:00
780,1104,840003268416719,1,A1,235,2025-07-02,3,2,5,6:24p,4.6,12,32.9,780,2025-07-02,3.2,2.8,80,4.7,5.8,16.5,8.6,11.8,2025-07-02 18:24:00
792,839,840003236992683,3,B2,207,2025-07-02,3,3,5,6:34p,3.1,12,31.0,792,2025-07-02,4.0,3.2,8,4.8,5.9,14.5,9.1,13.1,2025-07-02 18:34:00
804,956,840003250697481,2,B2,208,2025-07-02,3,3,5,6:44p,4.0,12,28.4,804,2025-07-02,4.6,3.2,31,4.7,5.8,10.5,9.0,13.6,2025-07-02 18:44:00
816,1023,840003250697412,2,B2,38,2025-07-02,3,3,5,6:54p,5.3,12,40.8,816,2025-07-02,3.6,2.8,9,4.9,6.0,11.1,8.8,12.4,2025-07-02 18:54:00
828,180,840003236992779,7,B2,193,2025-07-02,3,3,5,7:04p,4.1,12,21.1,828,2025-07-02,4.3,2.6,3151,4.3,5.4,18.7,8.0,12.3,2025-07-02 19:04:00
840,961,840003250697461,2,B2,235,2025-07-02,3,3,5,7:13p,3.2,12,31.3,840,2025-07-02,3.4,3.1,1496,4.7,5.8,9.6,8.9,12.3,2025-07-02 19:13:00
852,1083,840003268416706,1,A1,250,2025-07-02,3,3,5,10:28p,4.0,12,18.0,852,2025-07-02,4.2,3.3,39,4.8,5.9,12.4,9.2,13.4,2025-07-02 22:28:00
864,1119,840003268416692,1,A1,135,2025-07-02,3,3,5,10:38p,4.6,12,21.3,864,2025-07-02,4.5,3.2,121,4.6,5.7,13.5,8.9,13.4,2025-07-02 22:38:00
876,1171,840003268417037,1,A1,127,2025-07-02,3,3,5,10:46p,3.3,12,21.0,876,2025-07-02,2.4,2.7,127,4.4,5.5,12.8,8.2,10.6,2025-07-02 22:46:00
888,1224,840003268416437,1,A1,24,2025-07-02,3,3,5,10:57p,3.7,12,23.6,888,2025-07-02,3.1,2.4,82,4.7,5.8,12.1,8.2,11.3,2025-07-02 22:57:00
900,1178,840003268417031,1,A1,82,2025-07-02,3,3,5,11:06p,3.9,12,21.3,900,2025-07-02,4.4,3.0,1590,4.9,6.0,12.0,9.0,13.4,2025-07-02 23:06:00
912,901,840003268417022,3,B2,45,2025-07-03,3,1,6,5:54a,4.8,12,51.5,912,2025-07-03,1.8,2.3,8,4.3,5.4,8.0,7.7,9.5,2025-07-03 05:54:00
924,527,840003236993693,5,B2,179,2025-07-03,3,1,6,6:03a,6.0,12,54.7,924,2025-07-03,2.6,2.6,14,4.6,5.7,8.2,8.3,10.9,2025-07-03 06:03:00
936,800,840003236994285,3,B2,173,2025-07-03,3,1,6,6:15a,5.1,12,54.2,936,2025-07-03,3.1,2.8,2,4.9,6.0,9.7,8.8,11.9,2025-07-03 06:15:00
948,913,840003249943127,2,B2,249,2025-07-03,3,1,6,6:27a,4.2,12,44.1,948,2025-07-03,4.3,3.4,2,4.7,5.8,13.2,9.2,13.5,2025-07-03 06:27:00
960,956,840003250697481,2,B2,209,2025-07-03,3,1,6,6:40a,4.1,12,48.2,960,2025-07-03,3.3,3.2,19,4.8,5.9,8.5,9.1,12.4,2025-07-03 06:40:00
972,1138,840003268417054,1,A1,205,2025-07-03,3,1,6,9:07a,4.9,12,40.1,972,2025-07-03,3.1,2.9,17,4.8,5.9,11.9,8.8,11.9,2025-07-03 09:07:00
984,1153,840003268417060,1,A1,173,2025-07-03,3,1,6,9:24a,5.1,12,56.9,984,2025-07-03,1.4,2.5,15,4.6,5.7,13.0,8.2,9.6,2025-07-03 09:24:00
996,1177,840003268417035,1,A1,113,2025-07-03,3,1,6,9:34a,4.5,12,56.0,996,2025-07-03,2.3,2.4,158,4.6,5.7,10.7,8.1,10.4,2025-07-03 09:34:00
1008,1133,840003268417071,1,A1,211,2025-07-03,3,1,6,9:46a,3.9,12,46.5,1008,2025-07-03,2.3,2.8,104,4.8,5.9,8.4,8.7,11.0,2025-07-03 09:46:00
1020,1192,840003268417694,1,A1,71,2025-07-03,3,1,6,9:56a,3.1,12,36.5,1020,2025-07-03,2.7,2.4,37,4.7,5.9,15.1,8.3,11.0,2025-07-03 09:56:00
1032,662,840003236994009,4,A1,130,2025-07-03,3,2,6,11:08a,3.3,12,33.1,1032,2025-07-03,4.2,2.5,210,4.7,5.8,11.7,8.3,12.5,2025-07-03 11:08:00
1044,905,840003249943132,2,A1,242,2025-07-03,3,2,6,11:14a,5.0,12,22.0,1044,2025-07-03,4.7,2.9,15,4.9,6.0,13.1,8.9,13.6,2025-07-03 11:14:00
1056,854,840003249943150,3,A1,54,2025-07-03,3,2,6,11:26a,5.2,12,22.7,1056,2025-07-03,5.0,2.6,15,4.7,5.9,10.9,8.5,13.5,2025-07-03 11:26:00
1068,906,840003249943125,2,A1,208,2025-07-03,3,2,6,11:37a,4.4,12,24.3,1068,2025-07-03,4.9,2.9,14,4.8,5.9,13.3,8.8,13.7,2025-07-03 11:37:00
1080,754,840003236994260,3,A1,204,2025-07-03,3,2,6,11:47a,5.6,12,26.3,1080,2025-07-03,4.0,2.8,1257,4.4,5.5,11.2,8.3,12.3,2025-07-03 11:47:00
