tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
215,906,840003249943125,2,B2,206,2025-07-01,1,1,2,6:29a,4.2,11,48.7,215,2025-07-01,3.8,2.9,0,4.9,6.0,11.9,8.9,12.7,2025-07-01 06:29:00
227,913,840003249943127,2,B2,247,2025-07-01,1,1,2,6:41a,4.3,11,40.7,227,2025-07-01,3.9,3.2,0,4.7,5.8,16.0,9.0,12.9,2025-07-01 06:41:00
239,961,840003250697461,2,B2,234,2025-07-01,1,1,2,6:54a,3.1,11,50.8,239,2025-07-01,2.9,3.1,818,4.7,5.8,10.2,8.9,11.8,2025-07-01 06:54:00
251,1132,840003268417051,1,A1,225,2025-07-01,1,1,2,10:04a,4.6,11,45.3,251,2025-07-01,3.8,2.9,25,4.8,5.9,13.1,8.8,12.6,2025-07-01 10:04:00
263,1182,840003268417679,1,A1,85,2025-07-01,1,1,2,10:25a,3.7,11,38.2,263,2025-07-01,2.4,2.3,266,4.9,6.0,16.9,8.3,10.7,2025-07-01 10:25:00
275,1195,840003268417703,1,A1,45,2025-07-01,1,1,2,10:39a,3.2,11,48.3,275,2025-07-01,2.6,2.5,19,5.0,6.1,13.0,8.6,11.2,2025-07-01 10:39:00
287,1119,840003268416692,1,A1,134,2025-07-01,1,1,2,10:52a,4.5,11,52.4,287,2025-07-01,3.7,3.0,58,4.7,5.8,16.9,8.8,12.5,2025-07-01 10:52:00
299,1217,840003268416447,1,A1,29,2025-07-01,1,1,2,11:01a,4.3,11,38.9,299,2025-07-01,3.2,2.4,33,4.8,5.9,12.0,8.3,11.5,2025-07-01 11:01:00
311,766,840003236994278,3,B2,268,2025-07-01,1,2,2,11:21a,4.6,11,23.1,311,2025-07-01,4.0,2.7,47,4.6,5.8,12.5,8.5,12.5,2025-07-01 11:21:00
323,1023,840003250697412,2,B2,37,2025-07-01,1,2,2,11:30a,5.2,11,27.0,323,2025-07-01,4.4,2.6,13,4.9,6.0,16.2,8.6,13.0,2025-07-01 11:30:00
335,794,840003236994264,3,B2,215,2025-07-01,1,2,2,11:42a,5.7,11,23.5,335,2025-07-01,3.6,2.9,6,4.7,5.8,13.6,8.7,12.3,2025-07-01 11:42:00
347,956,840003250697481,2,B2,207,2025-07-01,1,2,2,11:56a,4.0,11,22.0,347,2025-07-01,4.3,3.0,29,4.7,5.8,12.7,8.8,13.1,2025-07-01 11:56:00
359,854,840003249943150,3,B2,52,2025-07-01,1,2,2,12:06p,5.2,11,26.2,359,2025-07-01,3.6,2.6,70,4.8,6.0,11.0,8.6,12.2,2025-07-01 12:06:00
371,1175,840003268417070,1,A1,92,2025-07-01,2,2,3,5:44p,3.7,11,27.6,371,2025-07-01,3.9,2.9,52,4.8,5.9,16.4,8.8,12.7,2025-07-01 17:44:00
383,1153,840003268417060,1,A1,171,2025-07-01,2,2,3,5:58p,5.1,11,33.7,383,2025-07-01,2.0,2.8,33,4.8,5.9,11.0,8.7,10.7,2025-07-01 17:58:00
395,1159,840003268417056,1,A1,155,2025-07-01,2,2,3,6:08p,4.3,11,30.1,395,2025-07-01,3.8,3.0,218,4.7,5.8,10.8,8.8,12.6,2025-07-01 18:08:00
407,1149,840003268417040,1,A1,84,2025-07-01,2,2,3,6:19p,6.7,11,37.4,407,2025-07-01,2.4,2.5,362,4.8,5.9,11.6,8.4,10.8,2025-07-01 18:19:00
419,1132,840003268417051,1,A1,225,2025-07-01,2,2,3,6:35p,4.6,11,30.6,419,2025-07-01,4.2,3.0,53,4.8,5.9,11.9,8.9,13.1,2025-07-01 18:35:00
431,776,840003236994280,3,B2,258,2025-07-01,2,3,3,6:54p,4.7,11,33.2,431,2025-07-01,3.8,2.7,20,4.9,6.0,11.4,8.7,12.5,2025-07-01 18:54:00
443,709,840003236994255,4,B2,142,2025-07-01,2,3,3,7:06p,4.7,11,33.8,443,2025-07-01,4.0,2.7,10,4.9,6.0,14.5,8.7,12.7,2025-07-01 19:06:00
455,180,840003236992779,7,B2,192,2025-07-01,2,3,3,7:19p,4.0,11,31.3,455,2025-07-01,3.3,2.5,1563,4.7,5.8,15.6,8.3,11.6,2025-07-01 19:19:00
467,584,840003236994201,5,B2,142,2025-07-01,2,3,3,7:30p,3.6,11,30.3,467,2025-07-01,3.8,3.0,33,4.8,5.9,14.7,8.9,12.7,2025-07-01 19:30:00
479,754,840003236994260,3,B2,202,2025-07-01,2,3,3,7:41p,5.4,11,36.9,479,2025-07-01,2.5,2.7,1661,4.6,5.7,9.8,8.4,10.9,2025-07-01 19:41:00
491,1194,840003268417675,1,A1,44,2025-07-01,2,3,3,11:00p,4.4,11,22.3,491,2025-07-01,4.3,2.9,44,4.9,6.0,9.3,8.9,13.2,2025-07-01 23:00:00
503,1144,840003268417043,1,A1,192,2025-07-01,2,3,3,11:09p,4.4,11,18.8,503,2025-07-01,4.2,2.7,20,4.6,5.7,13.2,8.4,12.6,2025-07-01 23:09:00
515,1168,840003268417049,1,A1,108,2025-07-01,2,3,3,11:20p,3.8,11,21.7,515,2025-07-01,3.6,2.8,146,4.8,5.9,13.7,8.7,12.3,2025-07-01 23:20:00
527,1199,840003268417720,1,A1,40,2025-07-01,2,3,3,11:30p,3.2,11,20.2,527,2025-07-01,3.7,2.8,30,5.0,6.1,12.5,8.9,12.6,2025-07-01 23:30:00
539,1161,840003268417064,1,A1,131,2025-07-01,2,3,3,11:39p,3.6,11,19.3,539,2025-07-01,4.1,3.3,1735,4.8,5.9,12.8,9.2,13.3,2025-07-01 23:39:00
551,746,840003236993312,3,B2,90,2025-07-02,2,1,4,6:12a,5.1,11,61.3,551,2025-07-02,2.8,2.6,9,5.0,6.1,17.1,8.7,11.5,2025-07-02 06:12:00
563,679,840003236994043,4,B2,209,2025-07-02,2,1,4,6:24a,5.9,11,10.2,563,2025-07-02,3.5,2.9,20,4.8,5.9,11.0,8.8,12.3,2025-07-02 06:24:00
575,809,840003236992655,3,B2,148,2025-07-02,2,1,4,6:39a,7.5,11,53.9,575,2025-07-02,2.1,3.0,0,4.8,5.9,10.6,8.9,11.0,2025-07-02 06:39:00
587,802,840003236992665,3,B2,173,2025-07-02,2,1,4,6:52a,4.9,11,53.7,587,2025-07-02,3.7,2.8,81,4.9,6.0,13.8,8.8,12.5,2025-07-02 06:52:00
599,956,840003250697481,2,B2,208,2025-07-02,2,1,4,7:04a,4.0,11,51.2,599,2025-07-02,3.4,3.2,72,4.8,5.9,9.5,9.1,12.5,2025-07-02 07:04:00
611,962,840003250697496,2,A1,128,2025-07-02,2,1,4,9:29a,6.4,11,49.6,611,2025-07-02,2.1,2.7,2,4.9,6.0,9.2,8.7,10.8,2025-07-02 09:29:00
623,1143,840003268417036,1,A1,201,2025-07-02,2,1,4,9:41a,4.3,11,47.9,623,2025-07-02,3.7,3.0,38,5.0,6.1,13.5,9.1,12.8,2025-07-02 09:41:00
635,1217,840003268416447,1,A1,30,2025-07-02,2,1,4,9:52a,4.4,11,34.9,635,2025-07-02,3.1,2.5,24,4.9,6.0,9.9,8.5,11.6,2025-07-02 09:52:00
647,1188,840003268417693,1,A1,86,2025-07-02,2,1,4,10:01a,4.5,11,55.1,647,2025-07-02,2.4,2.6,11,4.8,6.0,11.6,8.6,11.0,2025-07-02 10:01:00
659,1168,840003268417049,1,A1,108,2025-07-02,2,1,4,10:14a,3.8,11,49.3,659,2025-07-02,3.0,2.7,97,4.8,6.0,13.1,8.7,11.7,2025-07-02 10:14:00
671,826,840003236992668,3,B2,206,2025-07-02,2,2,4,11:02a,4.1,11,20.4,671,2025-07-02,3.8,2.8,19,5.0,6.1,17.7,8.9,12.7,2025-07-02 11:02:00
683,992,840003250697416,2,B2,51,2025-07-02,2,2,4,11:12a,3.9,11,19.9,683,2025-07-02,3.4,2.7,22,4.8,5.9,12.6,8.6,12.0,2025-07-02 11:12:00
695,584,840003236994201,5,B2,143,2025-07-02,2,2,4,11:23a,3.5,11,18.0,695,2025-07-02,5.1,2.8,31,4.7,5.8,17.0,8.6,13.7,2025-07-02 11:23:00
707,527,840003236993693,5,B2,178,2025-07-02,2,2,4,11:33a,4.0,11,21.2,707,2025-07-02,3.6,2.5,38,4.5,5.6,11.7,8.1,11.7,2025-07-02 11:33:00
719,616,840003236994014,4,B2,206,2025-07-02,2,2,4,11:48a,5.1,11,37.6,719,2025-07-02,5.0,2.8,10,4.9,6.0,16.2,8.8,13.8,2025-07-02 11:48:00
731,1119,840003268416692,1,A1,135,2025-07-02,3,2,5,5:39p,4.6,11,32.3,731,2025-07-02,4.1,3.3,142,4.6,5.7,15.5,9.0,13.1,2025-07-02 17:39:00
743,1194,840003268417675,1,A1,44,2025-07-02,3,2,5,5:50p,4.4,11,32.9,743,2025-07-02,3.8,3.0,40,5.0,6.1,9.8,9.1,12.9,2025-07-02 17:50:00
755,1148,840003268417044,1,A1,147,2025-07-02,3,2,5,6:00p,3.0,11,25.4,755,2025-07-02,1.8,3.2,1515,5.0,6.2,9.4,9.4,11.2,2025-07-02 18:00:00
767,1224,840003268416437,1,A1,24,2025-07-02,3,2,5,6:11p,3.7,11,38.8,767,2025-07-02,3.1,2.6,375,4.8,5.9,11.3,8.5,11.6,2025-07-02 18:11:00
779,1192,840003268417694,1,A1,70,2025-07-02,3,2,5,6:21p,3.0,11,27.8,779,2025-07-02,2.8,2.6,160,4.8,5.9,15.3,8.5,11.3,2025-07-02 18:21:00
791,709,840003236994255,4,B2,143,2025-07-02,3,3,5,6:34p,4.8,11,29.6,791,2025-07-02,4.1,2.8,15,5.0,6.1,15.4,8.9,13.0,2025-07-02 18:34:00
803,967,840003250697462,2,B2,96,2025-07-02,3,3,5,6:44p,4.3,11,34.0,803,2025-07-02,2.7,2.4,11,4.2,5.3,13.3,7.7,10.4,2025-07-02 18:44:00
815,794,840003236994264,3,B2,216,2025-07-02,3,3,5,6:54p,5.7,11,33.9,815,2025-07-02,3.5,3.1,7,4.7,5.8,10.9,8.9,12.4,2025-07-02 18:54:00
827,854,840003249943150,3,B2,53,2025-07-02,3,3,5,7:04p,5.3,11,39.2,827,2025-07-02,3.6,2.7,15,4.9,6.0,9.9,8.7,12.3,2025-07-02 19:04:00
839,655,840003236994015,4,B2,291,2025-07-02,3,3,5,7:13p,4.9,11,23.4,839,2025-07-02,5.0,3.5,6547,4.2,5.4,12.1,8.9,13.9,2025-07-02 19:13:00
851,1143,840003268417036,1,A1,201,2025-07-02,3,3,5,10:27p,4.3,11,18.1,851,2025-07-02,4.7,3.2,76,4.8,5.9,12.5,9.1,13.8,2025-07-02 22:27:00
863,1137,840003268417057,1,A1,215,2025-07-02,3,3,5,10:38p,3.8,11,20.2,863,2025-07-02,3.6,2.9,15,4.9,6.0,9.7,8.9,12.5,2025-07-02 22:38:00
875,1169,840003268417048,1,A1,133,2025-07-02,3,3,5,10:46p,4.5,11,20.8,875,2025-07-02,2.4,2.9,528,4.9,6.0,10.5,8.9,11.3,2025-07-02 22:46:00
887,1209,840003268417681,1,A1,32,2025-07-02,3,3,5,10:57p,3.8,11,24.1,887,2025-07-02,3.7,2.4,518,4.8,5.9,12.0,8.3,12.0,2025-07-02 22:57:00
899,1199,840003268417720,1,A1,40,2025-07-02,3,3,5,11:06p,3.2,11,19.8,899,2025-07-02,3.5,2.9,30,5.0,6.1,11.3,9.0,12.5,2025-07-02 23:06:00
911,490,840003236993334,5,B2,175,2025-07-03,3,1,6,5:54a,4.3,11,40.6,911,2025-07-03,3.4,2.7,108,4.6,5.7,8.8,8.4,11.8,2025-07-03 05:54:00
923,802,840003236992665,3,B2,174,2025-07-03,3,1,6,6:03a,4.9,11,51.3,923,2025-07-03,3.2,2.8,66,4.9,6.0,11.8,8.8,12.0,2025-07-03 06:03:00
935,940,840003250697495,2,B2,210,2025-07-03,3,1,6,6:15a,5.1,11,53.1,935,2025-07-03,1.7,3.0,2,4.8,5.9,10.3,8.9,10.6,2025-07-03 06:15:00
947,934,840003249943164,2,B2,246,2025-07-03,3,1,6,6:27a,3.8,11,45.6,947,2025-07-03,2.9,2.7,8,4.6,5.7,8.7,8.4,11.3,2025-07-03 06:27:00
959,854,840003249943150,3,B2,54,2025-07-03,3,1,6,6:39a,5.2,11,60.3,959,2025-07-03,2.8,2.6,12,4.8,6.0,4.6,8.6,11.4,2025-07-03 06:39:00
971,1224,840003268416437,1,A1,25,2025-07-03,3,1,6,9:07a,3.8,11,44.5,971,2025-07-03,2.8,2.4,63,4.6,5.8,12.2,8.2,11.0,2025-07-03 09:07:00
983,1152,840003268417050,1,A1,179,2025-07-03,3,1,6,9:24a,2.8,11,44.3,983,2025-07-03,3.8,2.8,8,4.9,6.0,10.8,8.8,12.6,2025-07-03 09:24:00
995,1193,840003268416660,1,A1,86,2025-07-03,3,1,6,9:34a,3.7,11,43.1,995,2025-07-03,3.2,2.6,34,4.9,6.0,10.3,8.6,11.8,2025-07-03 09:34:00
1007,1168,840003268417049,1,A1,109,2025-07-03,3,1,6,9:46a,3.7,11,51.2,1007,2025-07-03,2.9,2.6,55,4.8,5.9,12.4,8.5,11.4,2025-07-03 09:46:00
1019,1210,840003268417717,1,A1,36,2025-07-03,3,1,6,9:56a,3.9,11,43.2,1019,2025-07-03,3.0,2.6,11,4.9,6.0,10.2,8.6,11.6,2025-07-03 09:56:00
1031,940,840003250697495,2,A1,210,2025-07-03,3,2,6,11:05a,5.1,11,29.3,1031,2025-07-03,4.5,2.9,8,4.8,5.9,13.6,8.8,13.3,2025-07-03 11:05:00
1043,999,840003250697439,2,A1,51,2025-07-03,3,2,6,11:14a,4.7,11,29.9,1043,2025-07-03,5.1,2.7,45,4.7,5.8,13.3,8.5,13.6,2025-07-03 11:14:00
1055,180,840003236992779,7,A1,194,2025-07-03,3,2,6,11:27a,4.1,11,8.3,1055,2025-07-03,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-03 11:27:00
1067,901,840003268417022,3,A1,45,2025-07-03,3,2,6,11:37a,4.8,11,25.7,1067,2025-07-03,2.4,2.3,77,4.4,5.5,9.3,7.8,10.2,2025-07-03 11:37:00
1079,934,840003249943164,2,A1,246,2025-07-03,3,2,6,11:46a,3.8,11,21.2,1079,2025-07-03,3.5,2.5,17,4.5,5.6,11.5,8.1,11.6,2025-07-03 11:46:00
