tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
820,458,840003236992403,6,B2,25,2025-07-02,3,3,5,7:00p,4.3,4,30.3,820,2025-07-02,3.0,2.6,117,4.8,6.0,9.2,8.6,11.6,2025-07-02 19:00:00
832,377,840003236994098,6,B2,232,2025-07-02,3,3,5,7:10p,4.5,4,33.1,832,2025-07-02,3.4,2.7,1010,4.4,5.5,11.5,8.2,11.6,2025-07-02 19:10:00
844,1193,840003268416660,1,A1,85,2025-07-02,3,3,5,10:33p,3.6,4,19.6,844,2025-07-02,3.8,2.6,65,4.8,5.9,9.3,8.5,12.3,2025-07-02 22:33:00
856,1118,840003268416684,1,A1,244,2025-07-02,3,3,5,10:43p,3.9,4,22.3,856,2025-07-02,3.6,3.0,30,4.7,5.8,11.4,8.8,12.4,2025-07-02 22:43:00
868,1181,840003268417712,1,A1,90,2025-07-02,3,3,5,10:52p,4.1,4,20.2,868,2025-07-02,3.5,2.8,1961,5.0,6.1,12.1,8.9,12.4,2025-07-02 22:52:00
880,1200,840003268417695,1,A1,54,2025-07-02,3,3,5,11:00p,4.7,4,19.1,880,2025-07-02,4.1,2.8,51,5.0,6.1,12.8,8.9,13.0,2025-07-02 23:00:00
892,1104,840003268416719,1,A1,235,2025-07-02,3,3,5,11:12p,4.6,4,23.9,892,2025-07-02,3.3,2.8,80,4.7,5.8,14.9,8.6,11.9,2025-07-02 23:12:00
904,468,840003236994222,5,B2,169,2025-07-03,3,1,6,5:46a,4.8,4,45.8,904,2025-07-03,4.2,3.0,179,4.9,6.0,14.6,9.0,13.2,2025-07-03 05:46:00
916,662,840003236994009,4,B2,130,2025-07-03,3,1,6,5:58a,4.3,4,78.5,916,2025-07-03,2.8,2.5,42,4.8,5.9,9.9,8.4,11.2,2025-07-03 05:58:00
928,907,840003249943144,2,B2,215,2025-07-03,3,1,6,6:11a,4.1,4,53.2,928,2025-07-03,3.1,3.0,868,4.8,5.9,10.0,8.9,12.0,2025-07-03 06:11:00
940,967,840003250697462,2,B2,97,2025-07-03,3,1,6,6:21a,4.2,4,57.7,940,2025-07-03,2.5,2.4,0,4.2,5.3,13.4,7.7,10.2,2025-07-03 06:21:00
952,916,840003249943143,2,B2,317,2025-07-03,3,1,6,6:32a,4.8,4,47.9,952,2025-07-03,3.8,3.0,71,4.8,5.9,13.2,8.9,12.7,2025-07-03 06:32:00
964,1144,840003268417043,1,A1,193,2025-07-03,3,1,6,9:12a,4.4,4,46.4,964,2025-07-03,3.1,2.6,14,4.6,5.7,12.8,8.3,11.4,2025-07-03 09:12:00
976,1182,840003268417679,1,A1,87,2025-07-03,3,1,6,9:21a,3.8,4,37.8,976,2025-07-03,2.7,2.4,136,4.8,6.0,14.2,8.4,11.1,2025-07-03 09:21:00
988,1174,840003268416657,1,A1,117,2025-07-03,3,1,6,9:32a,3.9,4,34.8,988,2025-07-03,3.6,3.1,68,5.0,6.1,10.5,9.2,12.8,2025-07-03 09:32:00
1000,1209,840003268417681,1,A1,33,2025-07-03,3,1,6,9:41a,3.8,4,48.5,1000,2025-07-03,3.2,2.5,172,4.7,5.9,10.3,8.4,11.6,2025-07-03 09:41:00
1012,1104,840003268416719,1,A1,236,2025-07-03,3,1,6,9:51a,4.6,4,54.8,1012,2025-07-03,2.4,2.6,41,4.8,5.9,14.1,8.5,10.9,2025-07-03 09:51:00
1024,661,840003236994032,4,A1,179,2025-07-03,3,2,6,11:05a,4.5,4,37.8,1024,2025-07-03,3.5,2.7,22,4.6,5.7,8.9,8.4,11.9,2025-07-03 11:05:00
1036,557,840003236994393,5,A1,234,2025-07-03,3,2,6,11:15a,3.9,4,17.0,1036,2025-07-03,3.5,2.7,33,4.8,5.9,13.1,8.6,12.1,2025-07-03 11:15:00
1048,746,840003236993312,3,A1,91,2025-07-03,3,2,6,11:26a,5.0,4,30.6,1048,2025-07-03,4.7,2.5,28,4.8,6.0,17.8,8.5,13.2,2025-07-03 11:26:00
1060,458,840003236992403,6,A1,26,2025-07-03,3,2,6,11:36a,4.2,4,13.8,1060,2025-07-03,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-03 11:36:00
1072,802,840003236992665,3,A1,174,2025-07-03,3,2,6,11:47a,4.9,4,24.9,1072,2025-07-03,4.2,2.7,79,4.8,5.9,14.8,8.6,12.8,2025-07-03 11:47:00
