tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
149,1148,840003268417044,1,A1,145,2025-06-30,1,3,1,11:03p,2.6,5,17.6,149,2025-06-30,2.7,3.0,547,5.1,6.2,8.5,9.2,11.9,2025-06-30 23:03:00
161,1178,840003268417031,1,A1,80,2025-06-30,1,3,1,11:14p,3.7,5,21.6,161,2025-06-30,3.9,2.6,2090,5.0,6.1,13.9,8.7,12.6,2025-06-30 23:14:00
173,1169,840003268417048,1,A1,131,2025-06-30,1,3,1,11:24p,4.6,5,23.2,173,2025-06-30,3.0,2.8,486,4.9,6.0,11.4,8.8,11.8,2025-06-30 23:24:00
185,661,840003236994032,4,B2,177,2025-07-01,1,1,2,6:13a,4.8,5,63.2,185,2025-07-01,3.0,2.6,15,4.7,5.8,10.6,8.4,11.4,2025-07-01 06:13:00
197,629,840003236993341,4,B2,189,2025-07-01,1,1,2,6:27a,5.1,5,48.0,197,2025-07-01,2.7,3.0,3,4.8,6.0,11.0,9.0,11.7,2025-07-01 06:27:00
209,709,840003236994255,4,B2,142,2025-07-01,1,1,2,6:38a,4.7,5,48.0,209,2025-07-01,3.0,2.8,3,5.0,6.1,13.6,8.9,11.9,2025-07-01 06:38:00
221,985,840003250697506,2,B2,96,2025-07-01,1,1,2,6:51a,3.9,5,57.1,221,2025-07-01,3.3,2.9,6,5.0,6.1,14.0,9.0,12.3,2025-07-01 06:51:00
233,616,840003236994014,4,B2,205,2025-07-01,1,1,2,7:02a,5.0,5,53.2,233,2025-07-01,3.5,3.1,0,5.0,6.1,11.2,9.2,12.7,2025-07-01 07:02:00
245,1144,840003268417043,1,A1,191,2025-07-01,1,1,2,9:53a,4.4,5,47.3,245,2025-07-01,3.1,2.6,11,4.7,5.8,14.7,8.4,11.5,2025-07-01 09:53:00
257,1178,840003268417031,1,A1,81,2025-07-01,1,1,2,10:06a,3.9,5,50.4,257,2025-07-01,3.6,2.6,1727,5.0,6.1,13.2,8.7,12.3,2025-07-01 10:06:00
269,1224,840003268416437,1,A1,23,2025-07-01,1,1,2,10:26a,3.6,5,51.1,269,2025-07-01,2.1,2.6,87,4.7,5.8,10.2,8.4,10.5,2025-07-01 10:26:00
281,1161,840003268417064,1,A1,130,2025-07-01,1,1,2,10:37a,3.6,5,44.3,281,2025-07-01,3.2,3.3,324,4.9,6.0,13.2,9.3,12.5,2025-07-01 10:37:00
293,1179,840003268417711,1,A1,86,2025-07-01,1,1,2,10:49a,4.1,5,50.8,293,2025-07-01,2.5,2.5,55,4.9,6.0,14.5,8.5,11.0,2025-07-01 10:49:00
305,926,840003249943149,2,B2,274,2025-07-01,1,2,2,11:17a,3.6,5,20.8,305,2025-07-01,3.9,2.7,36,4.8,5.9,16.6,8.6,12.5,2025-07-01 11:17:00
317,826,840003236992668,3,B2,205,2025-07-01,1,2,2,11:27a,4.5,5,20.3,317,2025-07-01,3.8,2.7,12,5.1,6.2,18.1,8.9,12.7,2025-07-01 11:27:00
329,683,840003236994031,4,B2,186,2025-07-01,1,2,2,11:35a,4.4,5,26.7,329,2025-07-01,4.6,2.6,3,4.9,6.0,19.9,8.6,13.2,2025-07-01 11:35:00
341,746,840003236993312,3,B2,89,2025-07-01,1,2,2,11:44a,5.1,5,29.7,341,2025-07-01,4.0,2.4,30,4.8,6.0,20.6,8.4,12.4,2025-07-01 11:44:00
353,456,840003236993676,5,B2,212,2025-07-01,1,2,2,11:55a,4.5,5,24.1,353,2025-07-01,4.6,3.0,18,4.9,6.0,13.7,9.0,13.6,2025-07-01 11:55:00
365,1135,840003268417062,1,A1,209,2025-07-01,2,2,3,5:51p,3.9,5,26.6,365,2025-07-01,4.2,3.1,95,4.5,5.6,14.0,8.7,12.9,2025-07-01 17:51:00
377,1189,840003268417685,1,A1,105,2025-07-01,2,2,3,6:02p,2.6,5,22.2,377,2025-07-01,3.9,3.2,269,4.9,6.0,13.3,9.2,13.1,2025-07-01 18:02:00
389,1169,840003268417048,1,A1,132,2025-07-01,2,2,3,6:12p,4.5,5,33.7,389,2025-07-01,2.8,2.9,302,4.9,6.0,10.4,8.9,11.7,2025-07-01 18:12:00
401,1152,840003268417050,1,A1,177,2025-07-01,2,2,3,6:24p,3.0,5,28.3,401,2025-07-01,4.5,3.0,15,4.9,6.0,12.4,9.0,13.5,2025-07-01 18:24:00
413,1104,840003268416719,1,A1,234,2025-07-01,2,2,3,6:31p,4.6,5,36.4,413,2025-07-01,3.4,2.8,97,4.7,5.9,17.3,8.7,12.1,2025-07-01 18:31:00
425,490,840003236993334,5,B2,173,2025-07-01,2,3,3,6:43p,4.2,5,36.0,425,2025-07-01,3.6,2.8,179,4.7,5.8,12.6,8.6,12.2,2025-07-01 18:43:00
437,906,840003249943125,2,B2,206,2025-07-01,2,3,3,6:58p,4.2,5,31.7,437,2025-07-01,4.4,3.0,0,4.9,6.0,10.7,9.0,13.4,2025-07-01 18:58:00
449,967,840003250697462,2,B2,95,2025-07-01,2,3,3,7:10p,4.3,5,38.1,449,2025-07-01,2.5,2.3,12,4.2,5.3,14.5,7.6,10.1,2025-07-01 19:10:00
461,985,840003250697506,2,B2,96,2025-07-01,2,3,3,7:21p,3.9,5,37.7,461,2025-07-01,3.6,2.7,12,4.8,5.9,13.6,8.6,12.2,2025-07-01 19:21:00
473,655,840003236994015,4,B2,290,2025-07-01,2,3,3,7:35p,4.9,5,18.4,473,2025-07-01,5.0,3.4,4975,4.4,5.5,15.9,8.9,13.9,2025-07-01 19:35:00
485,1121,840003268416710,1,A1,178,2025-07-01,2,3,3,10:53p,4.2,5,13.6,485,2025-07-01,4.3,3.3,266,4.8,5.9,13.6,9.2,13.5,2025-07-01 22:53:00
497,1182,840003268417679,1,A1,86,2025-07-01,2,3,3,11:06p,3.8,5,15.7,497,2025-07-01,3.3,2.4,572,5.0,6.1,13.6,8.5,11.8,2025-07-01 23:06:00
509,1151,840003268417052,1,A1,182,2025-07-01,2,3,3,11:16p,4.2,5,22.1,509,2025-07-01,3.7,2.7,41,4.6,5.7,12.5,8.4,12.1,2025-07-01 23:16:00
521,1152,840003268417050,1,A1,178,2025-07-01,2,3,3,11:32p,3.1,5,18.8,521,2025-07-01,4.3,3.0,17,4.9,6.0,11.6,9.0,13.3,2025-07-01 23:32:00
533,1104,840003268416719,1,A1,235,2025-07-01,2,3,3,11:44p,4.6,5,22.3,533,2025-07-01,3.2,2.7,93,4.6,5.8,15.7,8.5,11.7,2025-07-01 23:44:00
545,687,840003236992755,4,B2,255,2025-07-02,2,1,4,5:58a,4.5,5,47.7,545,2025-07-02,2.3,2.9,92,3.9,5.0,12.7,7.9,10.2,2025-07-02 05:58:00
557,661,840003236994032,4,B2,178,2025-07-02,2,1,4,6:13a,4.6,5,61.7,557,2025-07-02,2.5,2.6,12,4.6,5.7,10.0,8.3,10.8,2025-07-02 06:13:00
569,456,840003236993676,5,B2,213,2025-07-02,2,1,4,6:28a,4.6,5,50.1,569,2025-07-02,3.8,3.1,9,4.9,6.0,9.1,9.1,12.9,2025-07-02 06:28:00
581,794,840003236994264,3,B2,216,2025-07-02,2,1,4,6:39a,5.7,5,49.7,581,2025-07-02,2.4,3.0,0,4.8,5.9,10.1,8.9,11.3,2025-07-02 06:39:00
593,792,840003236994288,3,B2,298,2025-07-02,2,1,4,6:55a,4.5,5,43.3,593,2025-07-02,2.8,3.1,16,4.6,5.8,10.9,8.9,11.7,2025-07-02 06:55:00
605,1144,840003268417043,1,A1,192,2025-07-02,2,1,4,9:36a,4.4,5,43.6,605,2025-07-02,3.2,2.6,13,4.6,5.7,12.8,8.3,11.5,2025-07-02 09:36:00
617,1151,840003268417052,1,A1,182,2025-07-02,2,1,4,9:47a,4.2,5,43.5,617,2025-07-02,2.9,2.6,5,4.7,5.8,13.1,8.4,11.3,2025-07-02 09:47:00
629,1214,840003268416452,1,A1,28,2025-07-02,2,1,4,9:57a,4.3,5,38.6,629,2025-07-02,2.9,2.8,16,4.8,6.0,11.2,8.8,11.7,2025-07-02 09:57:00
641,1213,840003268417672,1,A1,37,2025-07-02,2,1,4,10:08a,4.0,5,43.6,641,2025-07-02,2.2,2.2,32,4.3,5.4,12.5,7.6,9.8,2025-07-02 10:08:00
653,1212,840003268417673,1,A1,40,2025-07-02,2,1,4,10:17a,4.7,5,40.5,653,2025-07-02,2.8,2.8,13,5.0,6.2,9.6,9.0,11.8,2025-07-02 10:17:00
665,180,840003236992779,7,B2,193,2025-07-02,2,2,4,11:01a,4.1,5,14.7,665,2025-07-02,3.9,2.6,2171,4.4,5.5,17.6,8.1,12.0,2025-07-02 11:01:00
677,557,840003236994393,5,B2,233,2025-07-02,2,2,4,11:11a,3.9,5,11.5,677,2025-07-02,3.0,2.7,105,4.7,5.8,14.6,8.5,11.5,2025-07-02 11:11:00
689,848,840003250697442,3,B2,46,2025-07-02,2,2,4,11:23a,4.2,5,28.0,689,2025-07-02,3.6,2.6,6,4.9,6.0,14.5,8.6,12.2,2025-07-02 11:23:00
701,458,840003236992403,6,B2,25,2025-07-02,2,2,4,11:35a,4.3,5,11.1,701,2025-07-02,4.8,2.4,227,4.7,5.8,11.4,8.2,13.0,2025-07-02 11:35:00
713,683,840003236994031,4,B2,187,2025-07-02,2,2,4,11:50a,2.9,5,24.9,713,2025-07-02,4.8,2.6,16,4.8,5.9,17.6,8.5,13.3,2025-07-02 11:50:00
725,1159,840003268417056,1,A1,156,2025-07-02,3,2,5,5:32p,4.3,5,30.0,725,2025-07-02,3.7,2.9,522,4.7,5.8,11.1,8.7,12.4,2025-07-02 17:32:00
737,1195,840003268417703,1,A1,46,2025-07-02,3,2,5,5:44p,3.2,5,29.0,737,2025-07-02,3.9,2.7,35,5.0,6.2,14.7,8.9,12.8,2025-07-02 17:44:00
749,1191,840003268417677,1,A1,76,2025-07-02,3,2,5,5:54p,4.1,5,26.0,749,2025-07-02,3.1,2.4,235,5.2,6.3,12.5,8.7,11.8,2025-07-02 17:54:00
761,1178,840003268417031,1,A1,82,2025-07-02,3,2,5,6:05p,3.9,5,33.7,761,2025-07-02,4.0,2.9,1151,4.9,6.0,13.2,8.9,12.9,2025-07-02 18:05:00
773,1213,840003268417672,1,A1,37,2025-07-02,3,2,5,6:15p,4.0,5,31.6,773,2025-07-02,3.2,2.4,101,4.3,5.4,12.7,7.8,11.0,2025-07-02 18:15:00
785,557,840003236994393,5,B2,233,2025-07-02,3,3,5,6:28p,3.9,5,30.9,785,2025-07-02,3.4,2.8,23,4.8,5.9,11.8,8.7,12.1,2025-07-02 18:28:00
797,901,840003268417022,3,B2,44,2025-07-02,3,3,5,6:38p,4.8,5,34.5,797,2025-07-02,2.4,2.4,11,4.6,5.7,9.9,8.1,10.5,2025-07-02 18:38:00
809,490,840003236993334,5,B2,174,2025-07-02,3,3,5,6:50p,4.3,5,36.8,809,2025-07-02,3.5,2.7,132,4.6,5.7,11.0,8.4,11.9,2025-07-02 18:50:00
821,425,840003236994213,5,B2,28,2025-07-02,3,3,5,7:00p,5.8,5,32.6,821,2025-07-02,3.2,2.6,1547,4.7,5.8,11.5,8.4,11.6,2025-07-02 19:00:00
833,683,840003236994031,4,B2,187,2025-07-02,3,3,5,7:10p,4.4,5,33.3,833,2025-07-02,3.4,2.8,66,5.0,6.1,13.0,8.9,12.3,2025-07-02 19:10:00
845,1145,840003268417034,1,A1,190,2025-07-02,3,3,5,10:33p,3.3,5,19.4,845,2025-07-02,4.0,3.0,213,4.7,5.8,11.1,8.8,12.8,2025-07-02 22:33:00
857,1149,840003268417040,1,A1,85,2025-07-02,3,3,5,10:43p,6.8,5,26.1,857,2025-07-02,2.4,2.4,410,4.7,5.8,9.0,8.2,10.6,2025-07-02 22:43:00
869,1170,840003268417023,1,A1,103,2025-07-02,3,3,5,10:52p,3.5,5,22.3,869,2025-07-02,3.7,2.8,123,4.7,5.8,11.8,8.6,12.3,2025-07-02 22:52:00
881,1147,840003268417066,1,A1,194,2025-07-02,3,3,5,11:00p,5.1,5,23.0,881,2025-07-02,4.2,2.9,157,4.5,5.6,13.6,8.5,12.7,2025-07-02 23:00:00
893,1213,840003268417672,1,A1,37,2025-07-02,3,3,5,11:12p,4.0,5,19.8,893,2025-07-02,2.9,2.3,89,4.3,5.4,11.6,7.7,10.6,2025-07-02 23:12:00
905,616,840003236994014,4,B2,207,2025-07-03,3,1,6,5:46a,5.1,5,45.2,905,2025-07-03,3.7,3.0,9,5.0,6.1,9.6,9.1,12.8,2025-07-03 05:46:00
917,1023,840003250697412,2,B2,39,2025-07-03,3,1,6,5:58a,5.3,5,61.5,917,2025-07-03,3.4,2.6,5,4.9,6.0,10.4,8.6,12.0,2025-07-03 05:58:00
929,848,840003250697442,3,B2,47,2025-07-03,3,1,6,6:12a,4.3,5,54.8,929,2025-07-03,2.6,2.7,10,4.9,6.0,9.8,8.7,11.3,2025-07-03 06:12:00
941,487,840003236993327,5,B2,77,2025-07-03,3,1,6,6:21a,4.4,5,44.2,941,2025-07-03,3.6,2.6,21,4.8,6.0,12.5,8.6,12.2,2025-07-03 06:21:00
953,425,840003236994213,5,B2,29,2025-07-03,3,1,6,6:32a,5.8,5,50.4,953,2025-07-03,2.6,2.6,986,4.8,5.9,7.7,8.5,11.1,2025-07-03 06:32:00
965,1159,840003268417056,1,A1,157,2025-07-03,3,1,6,9:12a,4.4,5,46.8,965,2025-07-03,3.0,2.8,248,4.8,5.9,7.9,8.7,11.7,2025-07-03 09:12:00
977,1178,840003268417031,1,A1,83,2025-07-03,3,1,6,9:21a,4.1,5,47.9,977,2025-07-03,3.4,2.7,433,4.9,6.0,10.1,8.7,12.1,2025-07-03 09:21:00
989,1214,840003268416452,1,A1,29,2025-07-03,3,1,6,9:32a,4.3,5,39.4,989,2025-07-03,3.2,2.8,23,4.9,6.0,9.1,8.8,12.0,2025-07-03 09:32:00
1001,1161,840003268417064,1,A1,132,2025-07-03,3,1,6,9:42a,3.7,5,40.4,1001,2025-07-03,3.8,3.3,759,4.8,5.9,12.1,9.2,13.0,2025-07-03 09:42:00
1013,1149,840003268417040,1,A1,86,2025-07-03,3,1,6,9:51a,6.9,5,58.3,1013,2025-07-03,1.6,2.4,113,4.7,5.8,10.5,8.2,9.8,2025-07-03 09:51:00
1025,490,840003236993334,5,A1,175,2025-07-03,3,2,6,11:06a,4.3,5,21.7,1025,2025-07-03,3.7,2.6,177,4.5,5.6,11.7,8.2,11.9,2025-07-03 11:06:00
1037,809,840003236992655,3,A1,149,2025-07-03,3,2,6,11:15a,7.6,5,29.8,1037,2025-07-03,5.7,2.8,7,4.8,5.9,14.3,8.7,14.4,2025-07-03 11:15:00
1049,907,840003249943144,2,A1,215,2025-07-03,3,2,6,11:26a,4.1,5,26.4,1049,2025-07-03,4.8,3.0,1622,4.7,5.8,11.7,8.8,13.6,2025-07-03 11:26:00
1061,1023,840003250697412,2,A1,39,2025-07-03,3,2,6,11:36a,5.3,5,27.7,1061,2025-07-03,3.7,2.7,39,4.9,6.0,13.4,8.7,12.4,2025-07-03 11:36:00
1073,468,840003236994222,5,A1,169,2025-07-03,3,2,6,11:47a,4.8,5,26.7,1073,2025-07-03,5.2,3.0,361,4.7,5.8,17.0,8.8,14.0,2025-07-03 11:47:00
