tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
128,1152,840003268417050,1,A1,176,2025-06-30,1,3,1,10:38p,3.1,8,15.5,128,2025-06-30,4.2,2.9,16,4.8,6.0,13.2,8.9,13.1,2025-06-30 22:38:00
140,1167,840003268417033,1,A1,129,2025-06-30,1,3,1,10:49p,3.6,8,17.9,140,2025-06-30,4.0,3.0,128,5.0,6.2,13.6,9.2,13.2,2025-06-30 22:49:00
152,1138,840003268417054,1,A1,202,2025-06-30,1,3,1,10:58p,4.7,8,23.3,152,2025-06-30,4.2,3.0,64,4.8,6.0,14.5,9.0,13.2,2025-06-30 22:58:00
164,1161,840003268417064,1,A1,129,2025-06-30,1,3,1,11:07p,3.4,8,19.5,164,2025-06-30,4.2,3.4,870,4.8,5.9,13.3,9.3,13.5,2025-06-30 23:07:00
176,1209,840003268417681,1,A1,30,2025-06-30,1,3,1,11:17p,3.7,8,26.1,176,2025-06-30,3.2,2.5,292,4.9,6.0,12.0,8.5,11.7,2025-06-30 23:17:00
188,265,840003250697421,6,B2,221,2025-07-01,1,1,2,5:56a,3.3,8,46.9,188,2025-07-01,3.4,2.7,21,4.8,5.9,11.1,8.6,12.0,2025-07-01 05:56:00
200,905,840003249943132,2,B2,240,2025-07-01,1,1,2,6:13a,5.1,8,46.6,200,2025-07-01,2.6,2.9,0,5.0,6.1,12.2,9.0,11.6,2025-07-01 06:13:00
212,527,840003236993693,5,B2,177,2025-07-01,1,1,2,6:29a,6.1,8,53.8,212,2025-07-01,2.8,2.5,15,4.5,5.6,12.1,8.1,10.9,2025-07-01 06:29:00
224,821,840003268416460,3,B2,62,2025-07-01,1,1,2,6:41a,6.0,8,70.0,224,2025-07-01,2.5,2.4,0,4.3,5.4,14.3,7.8,10.3,2025-07-01 06:41:00
236,425,840003236994213,5,B2,27,2025-07-01,1,1,2,6:53a,5.8,8,48.2,236,2025-07-01,2.2,2.7,158,4.9,6.0,9.0,8.7,10.9,2025-07-01 06:53:00
248,1174,840003268416657,1,A1,115,2025-07-01,1,1,2,10:04a,3.7,8,49.7,248,2025-07-01,3.0,2.8,5,4.9,6.0,13.1,8.8,11.8,2025-07-01 10:04:00
260,1173,840003268417025,1,A1,112,2025-07-01,1,1,2,10:24a,4.2,8,50.5,260,2025-07-01,2.0,2.8,41,5.2,6.3,12.9,9.1,11.1,2025-07-01 10:24:00
272,1138,840003268417054,1,A1,203,2025-07-01,1,1,2,10:38a,4.7,8,55.7,272,2025-07-01,2.9,3.0,19,4.9,6.0,13.9,9.0,11.9,2025-07-01 10:38:00
284,1171,840003268417037,1,A1,126,2025-07-01,1,1,2,10:52a,3.3,8,52.4,284,2025-07-01,1.9,2.6,86,4.5,5.6,18.0,8.2,10.1,2025-07-01 10:52:00
296,1101,840003268416711,1,A1,235,2025-07-01,1,1,2,11:01a,4.2,8,42.5,296,2025-07-01,3.1,3.1,40,5.0,6.1,16.5,9.2,12.3,2025-07-01 11:01:00
308,527,840003236993693,5,B2,177,2025-07-01,1,2,2,11:21a,6.1,8,18.7,308,2025-07-01,3.4,2.5,44,4.5,5.6,15.3,8.1,11.5,2025-07-01 11:21:00
320,999,840003250697439,2,B2,49,2025-07-01,1,2,2,11:30a,4.6,8,22.9,320,2025-07-01,3.7,2.6,35,4.8,5.9,14.4,8.5,12.2,2025-07-01 11:30:00
332,809,840003236992655,3,B2,147,2025-07-01,1,2,2,11:42a,7.4,8,34.4,332,2025-07-01,4.7,2.8,5,4.8,5.9,16.5,8.7,13.4,2025-07-01 11:42:00
344,913,840003249943127,2,B2,247,2025-07-01,1,2,2,11:55a,4.3,8,18.5,344,2025-07-01,4.3,3.1,7,4.7,5.8,17.8,8.9,13.2,2025-07-01 11:55:00
356,468,840003236994222,5,B2,167,2025-07-01,1,2,2,12:06p,5.0,8,16.4,356,2025-07-01,4.5,3.0,533,4.8,6.0,18.1,9.0,13.5,2025-07-01 12:06:00
368,1143,840003268417036,1,A1,200,2025-07-01,2,2,3,5:46p,4.4,8,27.4,368,2025-07-01,4.7,3.4,79,4.8,5.9,17.7,9.3,14.0,2025-07-01 17:46:00
380,1173,840003268417025,1,A1,112,2025-07-01,2,2,3,5:57p,4.2,8,36.1,380,2025-07-01,4.0,2.8,277,5.0,6.2,13.5,9.0,13.0,2025-07-01 17:57:00
392,1119,840003268416692,1,A1,134,2025-07-01,2,2,3,6:07p,4.5,8,30.2,392,2025-07-01,4.1,3.2,139,4.7,5.8,15.5,9.0,13.1,2025-07-01 18:07:00
404,1170,840003268417023,1,A1,102,2025-07-01,2,2,3,6:18p,3.7,8,33.0,404,2025-07-01,3.8,2.8,80,4.8,5.9,12.9,8.7,12.5,2025-07-01 18:18:00
416,1210,840003268417717,1,A1,34,2025-07-01,2,2,3,6:35p,3.8,8,29.2,416,2025-07-01,3.6,2.6,421,4.7,5.9,15.6,8.5,12.1,2025-07-01 18:35:00
428,619,840003268416638,4,B2,157,2025-07-01,2,3,3,6:49p,5.0,8,36.1,428,2025-07-01,3.5,2.9,26,4.9,6.1,7.2,9.0,12.5,2025-07-01 18:49:00
440,629,840003236993341,4,B2,189,2025-07-01,2,3,3,7:05p,5.1,8,35.8,440,2025-07-01,4.9,3.0,20,4.8,5.9,13.7,8.9,13.8,2025-07-01 19:05:00
452,934,840003249943164,2,B2,244,2025-07-01,2,3,3,7:21p,3.8,8,27.1,452,2025-07-01,3.6,2.6,14,4.7,5.8,14.5,8.4,12.0,2025-07-01 19:21:00
464,802,840003236992665,3,B2,172,2025-07-01,2,3,3,7:29p,4.9,8,37.0,464,2025-07-01,3.8,2.8,87,5.0,6.1,17.2,8.9,12.7,2025-07-01 19:29:00
476,999,840003250697439,2,B2,49,2025-07-01,2,3,3,7:40p,4.6,8,52.2,476,2025-07-01,3.6,2.7,32,4.8,5.9,12.7,8.6,12.2,2025-07-01 19:40:00
488,1153,840003268417060,1,A1,172,2025-07-01,2,3,3,10:59p,5.1,8,27.4,488,2025-07-01,1.8,2.6,34,4.7,5.8,10.8,8.4,10.2,2025-07-01 22:59:00
500,1118,840003268416684,1,A1,244,2025-07-01,2,3,3,11:08p,3.9,8,22.9,500,2025-07-01,3.7,3.0,15,4.7,5.8,12.7,8.8,12.5,2025-07-01 23:08:00
512,1157,840003268417026,1,A1,158,2025-07-01,2,3,3,11:19p,4.0,8,26.0,512,2025-07-01,3.4,2.8,409,4.7,5.8,12.2,8.6,12.0,2025-07-01 23:19:00
524,1162,840003268417028,1,A1,109,2025-07-01,2,3,3,11:28p,3.7,8,24.6,524,2025-07-01,3.4,2.6,128,5.0,6.1,13.2,8.7,12.1,2025-07-01 23:28:00
536,1148,840003268417044,1,A1,147,2025-07-01,2,3,3,11:39p,3.0,8,20.6,536,2025-07-01,2.0,3.1,2821,5.1,6.2,9.7,9.3,11.3,2025-07-01 23:39:00
548,821,840003268416460,3,B2,63,2025-07-02,2,1,4,6:11a,6.0,8,60.5,548,2025-07-02,2.3,2.1,8,4.0,5.1,12.9,7.2,9.5,2025-07-02 06:11:00
560,766,840003236994278,3,B2,269,2025-07-02,2,1,4,6:24a,4.6,8,52.3,560,2025-07-02,3.5,2.8,29,4.7,5.8,10.7,8.6,12.1,2025-07-02 06:24:00
572,527,840003236993693,5,B2,178,2025-07-02,2,1,4,6:37a,6.1,8,56.4,572,2025-07-02,2.8,2.5,12,4.5,5.6,9.6,8.1,10.9,2025-07-02 06:37:00
584,791,840003236994269,3,B2,285,2025-07-02,2,1,4,6:51a,5.6,8,49.0,584,2025-07-02,3.2,2.9,125,5.0,6.1,14.1,9.0,12.2,2025-07-02 06:51:00
596,854,840003249943150,3,B2,53,2025-07-02,2,1,4,7:04a,5.3,8,59.6,596,2025-07-02,2.2,2.6,33,4.9,6.0,9.2,8.6,10.8,2025-07-02 07:04:00
608,1175,840003268417070,1,A1,93,2025-07-02,2,1,4,9:29a,3.7,8,47.8,608,2025-07-02,3.1,2.7,10,4.7,5.9,13.2,8.6,11.7,2025-07-02 09:29:00
620,1198,840003268417676,1,A1,73,2025-07-02,2,1,4,9:41a,4.0,8,51.1,620,2025-07-02,1.8,2.4,86,4.9,6.0,13.9,8.4,10.2,2025-07-02 09:41:00
632,1224,840003268416437,1,A1,24,2025-07-02,2,1,4,9:52a,3.7,8,47.4,632,2025-07-02,2.0,2.5,79,4.8,5.9,10.9,8.4,10.4,2025-07-02 09:52:00
644,1191,840003268417677,1,A1,76,2025-07-02,2,1,4,10:01a,4.1,8,40.4,644,2025-07-02,2.2,2.5,86,5.2,6.4,13.6,8.9,11.1,2025-07-02 10:01:00
656,1200,840003268417695,1,A1,54,2025-07-02,2,1,4,10:13a,4.7,8,39.2,656,2025-07-02,2.9,2.7,20,5.0,6.1,12.2,8.8,11.7,2025-07-02 10:13:00
668,934,840003249943164,2,B2,245,2025-07-02,2,2,4,11:01a,3.8,8,17.0,668,2025-07-02,3.5,2.6,15,4.5,5.6,12.5,8.2,11.7,2025-07-02 11:01:00
680,766,840003236994278,3,B2,269,2025-07-02,2,2,4,11:12a,4.6,8,33.6,680,2025-07-02,3.3,2.6,62,4.6,5.7,11.2,8.3,11.6,2025-07-02 11:12:00
692,377,840003236994098,6,B2,232,2025-07-02,2,2,4,11:12a,4.5,8,23.3,692,2025-07-02,4.3,2.5,1353,4.3,5.4,15.5,7.9,12.2,2025-07-02 11:12:00
704,821,840003268416460,3,B2,63,2025-07-02,2,2,4,11:33a,6.0,8,19.6,704,2025-07-02,4.0,2.2,18,4.3,5.4,16.8,7.6,11.6,2025-07-02 11:33:00
716,956,840003250697481,2,B2,208,2025-07-02,2,2,4,11:47a,4.0,8,20.7,716,2025-07-02,4.3,3.0,37,4.6,5.8,12.4,8.8,13.1,2025-07-02 11:47:00
728,1198,840003268417676,1,A1,73,2025-07-02,3,2,5,5:39p,4.0,8,34.6,728,2025-07-02,2.1,2.6,174,4.9,6.0,11.6,8.6,10.7,2025-07-02 17:39:00
740,1167,840003268417033,1,A1,131,2025-07-02,3,2,5,5:50p,3.8,8,29.6,740,2025-07-02,3.9,3.3,108,5.0,6.2,13.9,9.5,13.4,2025-07-02 17:50:00
752,1172,840003268417032,1,A1,132,2025-07-02,3,2,5,5:59p,3.2,8,36.1,752,2025-07-02,2.5,2.9,477,4.6,5.7,12.0,8.6,11.1,2025-07-02 17:59:00
764,1177,840003268417035,1,A1,112,2025-07-02,3,2,5,6:11p,4.6,8,37.4,764,2025-07-02,2.5,2.8,570,4.8,5.9,13.2,8.7,11.2,2025-07-02 18:11:00
776,1101,840003268416711,1,A1,236,2025-07-02,3,2,5,6:21p,4.1,8,28.9,776,2025-07-02,3.9,3.2,56,4.9,6.0,13.0,9.2,13.1,2025-07-02 18:21:00
788,826,840003236992668,3,B2,206,2025-07-02,3,3,5,6:33p,4.1,8,34.2,788,2025-07-02,3.8,2.9,11,5.1,6.2,14.8,9.1,12.9,2025-07-02 18:33:00
800,905,840003249943132,2,B2,241,2025-07-02,3,3,5,6:43p,5.0,8,33.3,800,2025-07-02,5.3,3.0,11,5.0,6.1,13.5,9.1,14.4,2025-07-02 18:43:00
812,906,840003249943125,2,B2,207,2025-07-02,3,3,5,6:54p,4.3,8,35.3,812,2025-07-02,4.0,2.9,2,4.8,5.9,12.3,8.8,12.8,2025-07-02 18:54:00
824,821,840003268416460,3,B2,63,2025-07-02,3,3,5,7:03p,6.0,8,45.8,824,2025-07-02,2.9,2.3,9,4.3,5.4,12.3,7.7,10.6,2025-07-02 19:03:00
836,754,840003236994260,3,B2,203,2025-07-02,3,3,5,7:13p,5.4,8,37.1,836,2025-07-02,2.9,2.9,1541,4.6,5.7,10.7,8.6,11.5,2025-07-02 19:13:00
848,1139,840003268417029,1,A1,198,2025-07-02,3,3,5,10:27p,3.3,8,21.8,848,2025-07-02,3.1,2.7,18,4.9,6.0,11.6,8.7,11.8,2025-07-02 22:27:00
860,1175,840003268417070,1,A1,93,2025-07-02,3,3,5,10:37p,3.7,8,20.0,860,2025-07-02,4.3,3.0,64,4.7,5.9,12.4,8.9,13.2,2025-07-02 22:37:00
872,1168,840003268417049,1,A1,108,2025-07-02,3,3,5,10:46p,3.8,8,19.5,872,2025-07-02,3.6,2.9,147,4.7,5.8,11.7,8.7,12.3,2025-07-02 22:46:00
884,1174,840003268416657,1,A1,116,2025-07-02,3,3,5,10:56p,3.7,8,22.0,884,2025-07-02,3.9,3.0,21,4.7,5.8,12.2,8.8,12.7,2025-07-02 22:56:00
896,1148,840003268417044,1,A1,147,2025-07-02,3,3,5,11:06p,3.0,8,23.2,896,2025-07-02,2.4,3.1,1207,5.0,6.1,8.8,9.2,11.6,2025-07-02 23:06:00
908,926,840003249943149,2,B2,276,2025-07-03,3,1,6,5:54a,4.3,8,50.0,908,2025-07-03,3.5,2.8,27,4.8,5.9,11.0,8.7,12.2,2025-07-03 05:54:00
920,629,840003236993341,4,B2,191,2025-07-03,3,1,6,6:03a,5.2,8,51.8,920,2025-07-03,3.6,2.8,9,4.7,5.8,9.8,8.6,12.2,2025-07-03 06:03:00
932,766,840003236994278,3,B2,270,2025-07-03,3,1,6,6:14a,4.7,8,56.8,932,2025-07-03,3.4,2.9,32,4.7,5.8,8.7,8.7,12.1,2025-07-03 06:14:00
944,821,840003268416460,3,B2,64,2025-07-03,3,1,6,6:26a,6.0,8,71.6,944,2025-07-03,2.4,3.1,0,4.8,5.9,8.7,9.0,11.4,2025-07-03 06:26:00
956,839,840003236992683,3,B2,208,2025-07-03,3,1,6,6:39a,3.4,8,59.4,956,2025-07-03,3.2,3.0,10,4.8,5.9,12.0,8.9,12.1,2025-07-03 06:39:00
968,1167,840003268417033,1,A1,132,2025-07-03,3,1,6,9:06a,3.9,8,42.3,968,2025-07-03,4.2,2.9,80,4.8,5.9,12.0,8.8,13.0,2025-07-03 09:06:00
980,1146,840003268417055,1,A1,182,2025-07-03,3,1,6,9:25a,5.5,8,51.2,980,2025-07-03,2.3,2.9,4,4.7,5.8,6.2,8.7,11.0,2025-07-03 09:25:00
992,1119,840003268416692,1,A1,136,2025-07-03,3,1,6,9:33a,4.6,8,48.7,992,2025-07-03,3.8,3.0,52,4.7,5.8,14.5,8.8,12.6,2025-07-03 09:33:00
1004,1191,840003268417677,1,A1,77,2025-07-03,3,1,6,9:46a,4.1,8,37.1,1004,2025-07-03,5.7,2.5,140,4.9,6.0,17.5,8.5,14.2,2025-07-03 09:46:00
1016,1171,840003268417037,1,A1,128,2025-07-03,3,1,6,9:56a,3.3,8,51.0,1016,2025-07-03,2.2,2.6,75,4.5,5.6,13.0,8.2,10.4,2025-07-03 09:56:00
1028,794,840003236994264,3,A1,217,2025-07-03,3,2,6,11:08a,5.5,8,23.5,1028,2025-07-03,5.7,3.0,14,4.6,5.7,12.5,8.7,14.4,2025-07-03 11:08:00
1040,760,840003236994258,3,A1,277,2025-07-03,3,2,6,11:14a,4.1,8,27.2,1040,2025-07-03,4.6,2.7,31,4.7,5.8,14.9,8.5,13.1,2025-07-03 11:14:00
1052,800,840003236994285,3,A1,173,2025-07-03,3,2,6,11:24a,5.1,8,25.5,1052,2025-07-03,4.7,2.8,9,4.8,5.9,14.1,8.7,13.4,2025-07-03 11:24:00
1064,956,840003250697481,2,A1,209,2025-07-03,3,2,6,11:37a,4.1,8,19.3,1064,2025-07-03,4.4,3.1,33,4.6,5.8,11.1,8.9,13.3,2025-07-03 11:37:00
1076,897,840003249943136,2,A1,266,2025-07-03,3,2,6,11:46a,4.1,8,18.3,1076,2025-07-03,4.3,3.1,2,4.8,5.9,12.4,9.0,13.3,2025-07-03 11:46:00
