tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
306,940,840003250697495,2,B2,208,2025-07-01,1,2,2,11:17a,5.1,6,25.0,306,2025-07-01,3.8,2.9,16,4.8,5.9,16.5,8.8,12.6,2025-07-01 11:17:00
318,661,840003236994032,4,B2,177,2025-07-01,1,2,2,11:27a,4.8,6,20.5,318,2025-07-01,4.0,2.6,39,4.7,5.8,13.9,8.4,12.4,2025-07-01 11:27:00
330,967,840003250697462,2,B2,95,2025-07-01,1,2,2,11:35a,4.3,6,26.8,330,2025-07-01,2.5,2.1,21,4.2,5.3,16.6,7.4,9.9,2025-07-01 11:35:00
342,709,840003236994255,4,B2,142,2025-07-01,1,2,2,11:45a,4.7,6,25.4,342,2025-07-01,4.5,2.6,15,5.0,6.1,16.9,8.7,13.2,2025-07-01 11:45:00
354,616,840003236994014,4,B2,205,2025-07-01,1,2,2,11:55a,5.0,6,16.3,354,2025-07-01,3.7,2.9,2,5.0,6.1,13.8,9.0,12.7,2025-07-01 11:55:00
366,1191,840003268417677,1,A1,75,2025-07-01,2,2,3,5:51p,4.2,6,26.8,366,2025-07-01,4.0,2.6,297,5.0,6.1,14.5,8.7,12.7,2025-07-01 17:51:00
378,1179,840003268417711,1,A1,86,2025-07-01,2,2,3,6:02p,4.1,6,31.9,378,2025-07-01,2.9,2.7,112,4.9,6.0,13.1,8.7,11.6,2025-07-01 18:02:00
390,1171,840003268417037,1,A1,126,2025-07-01,2,2,3,6:12p,3.3,6,29.6,390,2025-07-01,2.5,2.8,183,4.5,5.6,13.6,8.4,10.9,2025-07-01 18:12:00
402,1224,840003268416437,1,A1,23,2025-07-01,2,2,3,6:22p,3.6,6,38.4,402,2025-07-01,2.6,2.6,139,4.7,5.8,7.3,8.4,11.0,2025-07-01 18:22:00
414,1199,840003268417720,1,A1,39,2025-07-01,2,2,3,6:31p,3.2,6,31.3,414,2025-07-01,4.0,2.9,18,4.9,6.0,13.6,8.9,12.9,2025-07-01 18:31:00
426,679,840003236994043,4,B2,208,2025-07-01,2,3,3,6:43p,6.1,6,39.1,426,2025-07-01,4.1,2.9,20,4.9,6.0,11.0,8.9,13.0,2025-07-01 18:43:00
438,792,840003236994288,3,B2,297,2025-07-01,2,3,3,6:58p,4.6,6,24.2,438,2025-07-01,3.8,3.1,30,4.6,5.7,11.2,8.8,12.6,2025-07-01 18:58:00
450,916,840003249943143,2,B2,315,2025-07-01,2,3,3,7:09p,4.8,6,28.8,450,2025-07-01,4.6,3.1,11,4.8,6.0,15.1,9.1,13.7,2025-07-01 19:09:00
462,907,840003249943144,2,B2,213,2025-07-01,2,3,3,7:20p,4.1,6,39.3,462,2025-07-01,3.6,2.9,1772,4.8,5.9,11.2,8.8,12.4,2025-07-01 19:20:00
474,458,840003236992403,6,B2,24,2025-07-01,2,3,3,7:35p,4.3,6,39.9,474,2025-07-01,3.1,2.7,130,4.8,5.9,9.1,8.6,11.7,2025-07-01 19:35:00
486,1083,840003268416706,1,A1,250,2025-07-01,2,3,3,10:55p,4.0,6,18.7,486,2025-07-01,4.5,3.2,52,4.8,5.9,12.8,9.1,13.6,2025-07-01 22:55:00
498,962,840003250697496,2,A1,128,2025-07-01,2,3,3,11:06p,6.4,6,22.3,498,2025-07-01,4.1,2.8,32,4.8,5.9,11.1,8.7,12.8,2025-07-01 23:06:00
510,1169,840003268417048,1,A1,133,2025-07-01,2,3,3,11:16p,4.5,6,24.2,510,2025-07-01,2.6,2.8,822,4.8,6.0,10.4,8.8,11.4,2025-07-01 23:16:00
522,1178,840003268417031,1,A1,82,2025-07-01,2,3,3,11:32p,3.9,6,27.5,522,2025-07-01,3.9,2.8,1738,4.9,6.0,12.5,8.8,12.7,2025-07-01 23:32:00
534,1192,840003268417694,1,A1,70,2025-07-01,2,3,3,11:44p,3.0,6,16.7,534,2025-07-01,3.0,2.6,339,4.8,5.9,13.5,8.5,11.5,2025-07-01 23:44:00
546,619,840003268416638,4,B2,158,2025-07-02,2,1,4,5:58a,4.7,6,42.6,546,2025-07-02,3.3,2.9,16,4.9,6.0,7.0,8.9,12.2,2025-07-02 05:58:00
558,662,840003236994009,4,B2,129,2025-07-02,2,1,4,6:13a,4.2,6,70.2,558,2025-07-02,2.3,2.5,57,4.8,5.9,11.5,8.4,10.7,2025-07-02 06:13:00
570,468,840003236994222,5,B2,168,2025-07-02,2,1,4,6:29a,4.9,6,46.2,570,2025-07-02,5.0,3.0,337,5.0,6.1,15.8,9.1,14.1,2025-07-02 06:29:00
582,897,840003249943136,2,B2,265,2025-07-02,2,1,4,6:39a,4.1,6,44.8,582,2025-07-02,4.0,3.1,3,4.8,5.9,12.0,9.0,13.0,2025-07-02 06:39:00
594,999,840003250697439,2,B2,50,2025-07-02,2,1,4,6:55a,4.7,6,65.8,594,2025-07-02,3.6,2.7,32,4.8,5.9,12.0,8.6,12.2,2025-07-02 06:55:00
606,1147,840003268417066,1,A1,194,2025-07-02,2,1,4,9:36a,5.1,6,42.9,606,2025-07-02,3.4,2.7,147,4.5,5.6,15.2,8.3,11.7,2025-07-02 09:36:00
618,1153,840003268417060,1,A1,172,2025-07-02,2,1,4,9:47a,5.1,6,55.8,618,2025-07-02,1.3,2.5,17,4.7,5.8,12.6,8.3,9.6,2025-07-02 09:47:00
630,1177,840003268417035,1,A1,112,2025-07-02,2,1,4,9:57a,4.6,6,57.0,630,2025-07-02,2.2,2.4,312,4.7,5.8,12.5,8.2,10.4,2025-07-02 09:57:00
642,1161,840003268417064,1,A1,131,2025-07-02,2,1,4,10:08a,3.6,6,40.8,642,2025-07-02,3.3,3.4,1064,4.8,6.0,12.4,9.4,12.7,2025-07-02 10:08:00
654,1186,840003268417687,1,A1,69,2025-07-02,2,1,4,10:17a,4.3,6,54.5,654,2025-07-02,2.4,2.4,167,4.6,5.7,12.4,8.1,10.5,2025-07-02 10:17:00
666,34,840003236992766,7,B2,158,2025-07-02,2,2,4,11:02a,4.1,6,25.5,666,2025-07-02,4.1,2.9,203,4.6,5.7,12.7,8.6,12.7,2025-07-02 11:02:00
678,679,840003236994043,4,B2,209,2025-07-02,2,2,4,11:11a,5.9,6,3.0,678,2025-07-02,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-02 11:11:00
690,490,840003236993334,5,B2,174,2025-07-02,2,2,4,11:23a,4.3,6,22.3,690,2025-07-02,2.9,2.6,159,4.6,5.7,12.5,8.3,11.2,2025-07-02 11:23:00
702,456,840003236993676,5,B2,213,2025-07-02,2,2,4,11:36a,4.6,6,21.2,702,2025-07-02,4.0,2.9,14,4.9,6.1,11.4,9.0,13.0,2025-07-02 11:36:00
714,754,840003236994260,3,B2,203,2025-07-02,2,2,4,11:50a,5.4,6,20.4,714,2025-07-02,4.8,2.6,18,4.8,5.9,16.9,8.5,13.3,2025-07-02 11:50:00
726,1189,840003268417685,1,A1,106,2025-07-02,3,2,5,5:32p,2.6,6,25.0,726,2025-07-02,3.8,3.2,144,4.9,6.0,12.2,9.2,13.0,2025-07-02 17:32:00
738,1145,840003268417034,1,A1,190,2025-07-02,3,2,5,5:44p,3.3,6,32.0,738,2025-07-02,3.6,3.3,215,4.8,5.9,12.0,9.2,12.8,2025-07-02 17:44:00
750,1174,840003268416657,1,A1,116,2025-07-02,3,2,5,5:54p,3.7,6,31.5,750,2025-07-02,3.6,3.1,11,4.8,5.9,13.6,9.0,12.6,2025-07-02 17:54:00
762,1135,840003268417062,1,A1,210,2025-07-02,3,2,5,6:05p,4.0,6,29.4,762,2025-07-02,4.2,3.4,101,4.4,5.5,10.8,8.9,13.1,2025-07-02 18:05:00
774,1199,840003268417720,1,A1,40,2025-07-02,3,2,5,6:15p,3.2,6,30.3,774,2025-07-02,3.4,2.9,20,5.0,6.2,12.6,9.1,12.5,2025-07-02 18:15:00
786,940,840003250697495,2,B2,209,2025-07-02,3,3,5,6:28p,5.2,6,33.9,786,2025-07-02,3.4,3.0,11,4.8,6.0,11.7,9.0,12.4,2025-07-02 18:28:00
798,947,840003250697476,2,B2,233,2025-07-02,3,3,5,6:38p,3.3,6,34.1,798,2025-07-02,4.3,3.0,39,4.6,5.7,13.0,8.7,13.0,2025-07-02 18:38:00
810,926,840003249943149,2,B2,275,2025-07-02,3,3,5,6:50p,3.6,6,38.9,810,2025-07-02,3.9,3.0,23,4.9,6.0,13.6,9.0,12.9,2025-07-02 18:50:00
822,809,840003236992655,3,B2,148,2025-07-02,3,3,5,7:00p,7.5,6,33.1,822,2025-07-02,4.2,3.0,28,4.9,6.0,13.3,9.0,13.2,2025-07-02 19:00:00
834,456,840003236993676,5,B2,213,2025-07-02,3,3,5,7:10p,4.6,6,31.8,834,2025-07-02,3.2,3.1,7,5.0,6.1,8.4,9.2,12.4,2025-07-02 19:10:00
846,1172,840003268417032,1,A1,132,2025-07-02,3,3,5,10:33p,3.2,6,20.9,846,2025-07-02,2.8,2.8,671,4.5,5.6,12.2,8.4,11.2,2025-07-02 22:33:00
858,1151,840003268417052,1,A1,182,2025-07-02,3,3,5,10:43p,4.2,6,21.2,858,2025-07-02,3.2,2.8,30,4.6,5.8,10.6,8.6,11.8,2025-07-02 22:43:00
870,1167,840003268417033,1,A1,131,2025-07-02,3,3,5,10:52p,3.8,6,9.8,870,2025-07-02,3.6,3.1,108,5.0,6.1,11.3,9.2,12.8,2025-07-02 22:52:00
882,1212,840003268417673,1,A1,40,2025-07-02,3,3,5,11:00p,4.7,6,19.5,882,2025-07-02,3.2,3.0,31,5.0,6.1,9.0,9.1,12.3,2025-07-02 23:00:00
894,1186,840003268417687,1,A1,69,2025-07-02,3,3,5,11:12p,4.3,6,25.0,894,2025-07-02,2.2,2.5,312,4.5,5.6,10.6,8.1,10.3,2025-07-02 23:12:00
906,619,840003268416638,4,B2,159,2025-07-03,3,1,6,5:46a,4.6,6,46.9,906,2025-07-03,3.6,2.9,16,4.9,6.0,7.9,8.9,12.5,2025-07-03 05:46:00
918,826,840003236992668,3,B2,207,2025-07-03,3,1,6,5:58a,4.0,6,47.5,918,2025-07-03,2.8,2.9,5,5.1,6.2,13.1,9.1,11.9,2025-07-03 05:58:00
930,792,840003236994288,3,B2,299,2025-07-03,3,1,6,6:12a,4.5,6,36.3,930,2025-07-03,2.1,3.1,17,4.6,5.7,8.5,8.8,10.9,2025-07-03 06:12:00
942,961,840003250697461,2,B2,236,2025-07-03,3,1,6,6:21a,3.2,6,43.9,942,2025-07-03,2.5,3.0,1236,4.8,5.9,6.7,8.9,11.4,2025-07-03 06:21:00
954,683,840003236994031,4,B2,188,2025-07-03,3,1,6,6:32a,4.4,6,56.9,954,2025-07-03,2.3,2.7,23,4.9,6.0,9.7,8.7,11.0,2025-07-03 06:32:00
966,1151,840003268417052,1,A1,183,2025-07-03,3,1,6,9:12a,4.2,6,48.4,966,2025-07-03,2.8,2.6,8,4.7,5.8,11.6,8.4,11.2,2025-07-03 09:12:00
978,1148,840003268417044,1,A1,148,2025-07-03,3,1,6,9:22a,3.0,6,42.0,978,2025-07-03,2.0,3.0,676,5.0,6.1,9.8,9.1,11.1,2025-07-03 09:22:00
990,1188,840003268417693,1,A1,87,2025-07-03,3,1,6,9:32a,4.6,6,54.6,990,2025-07-03,2.6,2.6,14,4.8,5.9,9.3,8.5,11.1,2025-07-03 09:32:00
1002,1126,840003268416673,1,A1,221,2025-07-03,3,1,6,9:42a,3.3,6,42.9,1002,2025-07-03,3.8,3.1,8,4.6,5.7,10.7,8.8,12.6,2025-07-03 09:42:00
1014,1212,840003268417673,1,A1,41,2025-07-03,3,1,6,9:52a,4.7,6,43.1,1014,2025-07-03,3.0,2.8,7,5.1,6.2,9.4,9.0,12.0,2025-07-03 09:52:00
1026,926,840003249943149,2,A1,276,2025-07-03,3,2,6,11:06a,3.7,6,22.9,1026,2025-07-03,3.9,2.9,28,4.8,6.0,11.8,8.9,12.8,2025-07-03 11:06:00
1038,792,840003236994288,3,A1,299,2025-07-03,3,2,6,11:15a,4.5,6,26.6,1038,2025-07-03,5.0,2.9,40,4.4,5.5,12.5,8.4,13.4,2025-07-03 11:15:00
1050,916,840003249943143,2,A1,317,2025-07-03,3,2,6,11:26a,4.8,6,18.2,1050,2025-07-03,4.3,3.0,37,4.7,5.8,14.4,8.8,13.1,2025-07-03 11:26:00
1062,683,840003236994031,4,A1,188,2025-07-03,3,2,6,11:37a,4.4,6,30.8,1062,2025-07-03,4.4,2.6,7,4.8,5.9,13.9,8.5,12.9,2025-07-03 11:37:00
1074,655,840003236994015,4,A1,292,2025-07-03,3,2,6,11:47a,5.0,6,11.9,1074,2025-07-03,5.9,3.5,6337,4.1,5.2,12.3,8.7,14.6,2025-07-03 11:47:00
