tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
139,1162,840003268417028,1,A1,107,2025-06-30,1,3,1,10:49p,3.7,7,20.8,139,2025-06-30,3.5,2.5,102,5.0,6.1,15.2,8.6,12.1,2025-06-30 22:49:00
151,1153,840003268417060,1,A1,170,2025-06-30,1,3,1,10:58p,5.0,7,23.3,151,2025-06-30,2.0,2.6,26,4.7,5.8,12.0,8.4,10.4,2025-06-30 22:58:00
163,1132,840003268417051,1,A1,224,2025-06-30,1,3,1,11:07p,4.7,7,18.0,163,2025-06-30,4.7,3.0,6,4.7,5.8,14.5,8.8,13.5,2025-06-30 23:07:00
175,1210,840003268417717,1,A1,33,2025-06-30,1,3,1,11:17p,3.7,7,17.2,175,2025-06-30,3.7,2.8,45,4.8,5.9,12.4,8.7,12.4,2025-06-30 23:17:00
187,619,840003268416638,4,B2,157,2025-07-01,1,1,2,5:56a,5.0,7,39.6,187,2025-07-01,2.9,2.8,27,5.0,6.1,6.0,8.9,11.8,2025-07-01 05:56:00
199,826,840003236992668,3,B2,205,2025-07-01,1,1,2,6:12a,4.5,7,52.3,199,2025-07-01,2.9,2.8,6,5.2,6.3,15.4,9.1,12.0,2025-07-01 06:12:00
211,645,840003236994019,4,B2,266,2025-07-01,1,1,2,6:28a,5.0,7,50.7,211,2025-07-01,3.5,3.2,226,4.6,5.7,11.0,8.9,12.4,2025-07-01 06:28:00
223,794,840003236994264,3,B2,215,2025-07-01,1,1,2,6:41a,5.7,7,48.5,223,2025-07-01,2.3,3.0,17,4.8,5.9,11.3,8.9,11.2,2025-07-01 06:41:00
235,800,840003236994285,3,B2,171,2025-07-01,1,1,2,6:53a,5.1,7,55.3,235,2025-07-01,3.3,2.9,6,4.9,6.0,12.2,8.9,12.2,2025-07-01 06:53:00
247,1139,840003268417029,1,A1,197,2025-07-01,1,1,2,10:04a,3.5,7,52.4,247,2025-07-01,2.6,2.6,8,4.9,6.0,13.5,8.6,11.2,2025-07-01 10:04:00
259,1193,840003268416660,1,A1,84,2025-07-01,1,1,2,10:24a,3.6,7,44.6,259,2025-07-01,2.8,2.5,32,4.9,6.0,13.2,8.5,11.3,2025-07-01 10:24:00
271,1177,840003268417035,1,A1,111,2025-07-01,1,1,2,10:38a,4.6,7,58.8,271,2025-07-01,2.2,2.5,188,4.8,5.9,14.6,8.4,10.6,2025-07-01 10:38:00
283,1192,840003268417694,1,A1,69,2025-07-01,1,1,2,10:51a,3.0,7,40.3,283,2025-07-01,2.8,2.5,339,4.7,5.9,18.0,8.4,11.2,2025-07-01 10:51:00
295,1200,840003268417695,1,A1,53,2025-07-01,1,1,2,11:01a,4.7,7,42.0,295,2025-07-01,2.9,2.7,16,5.0,6.1,14.3,8.8,11.7,2025-07-01 11:01:00
307,265,840003250697421,6,B2,221,2025-07-01,1,2,2,11:21a,3.3,7,25.4,307,2025-07-01,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-01 11:21:00
319,760,840003236994258,3,B2,275,2025-07-01,1,2,2,11:30a,4.2,7,24.2,319,2025-07-01,3.8,2.6,24,4.8,5.9,14.5,8.5,12.3,2025-07-01 11:30:00
331,584,840003236994201,5,B2,142,2025-07-01,1,2,2,11:42a,3.6,7,24.3,331,2025-07-01,4.2,2.8,32,4.7,5.8,17.3,8.6,12.8,2025-07-01 11:42:00
343,425,840003236994213,5,B2,27,2025-07-01,1,2,2,11:53a,5.8,7,22.1,343,2025-07-01,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-01 11:53:00
355,754,840003236994260,3,B2,202,2025-07-01,1,2,2,12:06p,5.4,7,27.3,355,2025-07-01,3.6,2.7,1172,4.6,5.7,11.8,8.4,12.0,2025-07-01 12:06:00
367,1167,840003268417033,1,A1,130,2025-07-01,2,2,3,5:46p,3.6,7,28.6,367,2025-07-01,4.0,3.1,98,5.0,6.1,14.7,9.2,13.2,2025-07-01 17:46:00
379,1157,840003268417026,1,A1,157,2025-07-01,2,2,3,5:57p,4.2,7,30.0,379,2025-07-01,4.0,3.0,691,4.6,5.8,14.0,8.8,12.8,2025-07-01 17:57:00
391,1182,840003268417679,1,A1,85,2025-07-01,2,2,3,6:07p,3.7,7,19.4,391,2025-07-01,3.1,2.5,578,4.9,6.1,15.2,8.6,11.7,2025-07-01 18:07:00
403,1138,840003268417054,1,A1,203,2025-07-01,2,2,3,6:18p,4.7,7,34.5,403,2025-07-01,4.4,3.1,89,4.8,5.9,14.0,9.0,13.4,2025-07-01 18:18:00
415,1101,840003268416711,1,A1,235,2025-07-01,2,2,3,6:35p,4.2,7,27.4,415,2025-07-01,4.6,3.0,80,4.8,6.0,14.5,9.0,13.6,2025-07-01 18:35:00
427,34,840003236992766,7,B2,157,2025-07-01,2,3,3,6:49p,4.5,7,33.6,427,2025-07-01,4.2,3.1,273,4.6,5.7,10.5,8.8,13.0,2025-07-01 18:49:00
439,940,840003250697495,2,B2,208,2025-07-01,2,3,3,7:05p,5.1,7,34.0,439,2025-07-01,2.7,3.1,9,4.8,5.9,14.5,9.0,11.7,2025-07-01 19:05:00
451,766,840003236994278,3,B2,268,2025-07-01,2,3,3,7:19p,4.6,7,35.7,451,2025-07-01,3.8,2.9,33,4.8,6.0,11.8,8.9,12.7,2025-07-01 19:19:00
463,794,840003236994264,3,B2,215,2025-07-01,2,3,3,7:29p,5.7,7,36.1,463,2025-07-01,3.8,3.1,22,4.8,5.9,14.0,9.0,12.8,2025-07-01 19:29:00
475,821,840003268416460,3,B2,62,2025-07-01,2,3,3,7:40p,6.0,7,52.8,475,2025-07-01,3.1,2.2,0,4.3,5.4,16.3,7.6,10.7,2025-07-01 19:40:00
487,1139,840003268417029,1,A1,198,2025-07-01,2,3,3,10:59p,3.3,7,23.8,487,2025-07-01,3.0,2.7,18,4.9,6.0,10.6,8.7,11.7,2025-07-01 22:59:00
499,1173,840003268417025,1,A1,113,2025-07-01,2,3,3,11:08p,4.3,7,21.8,499,2025-07-01,3.2,2.8,315,5.0,6.2,11.1,9.0,12.2,2025-07-01 23:08:00
511,1137,840003268417057,1,A1,215,2025-07-01,2,3,3,11:19p,3.8,7,21.4,511,2025-07-01,3.5,2.8,22,4.9,6.0,10.8,8.8,12.3,2025-07-01 23:19:00
523,1177,840003268417035,1,A1,112,2025-07-01,2,3,3,11:28p,4.6,7,28.3,523,2025-07-01,2.6,2.5,353,4.8,5.9,12.4,8.4,11.0,2025-07-01 23:28:00
535,1101,840003268416711,1,A1,236,2025-07-01,2,3,3,11:39p,4.1,7,19.1,535,2025-07-01,4.3,3.0,93,4.8,5.9,13.7,8.9,13.2,2025-07-01 23:39:00
547,265,840003250697421,6,B2,222,2025-07-02,2,1,4,6:11a,3.2,7,52.6,547,2025-07-02,3.0,2.7,7,4.7,5.8,9.9,8.5,11.5,2025-07-02 06:11:00
559,709,840003236994255,4,B2,143,2025-07-02,2,1,4,6:24a,6.1,7,53.9,559,2025-07-02,3.7,2.7,4,4.9,6.1,14.5,8.8,12.5,2025-07-02 06:24:00
571,584,840003236994201,5,B2,143,2025-07-02,2,1,4,6:37a,3.5,7,47.4,571,2025-07-02,3.2,3.0,20,4.8,5.9,12.9,8.9,12.1,2025-07-02 06:37:00
583,913,840003249943127,2,B2,248,2025-07-02,2,1,4,6:51a,4.3,7,42.2,583,2025-07-02,3.9,3.2,4,4.7,5.9,14.0,9.1,13.0,2025-07-02 06:51:00
595,839,840003236992683,3,B2,207,2025-07-02,2,1,4,7:04a,3.1,7,54.4,595,2025-07-02,3.2,3.0,5,4.8,5.9,12.5,8.9,12.1,2025-07-02 07:04:00
607,1139,840003268417029,1,A1,198,2025-07-02,2,1,4,9:29a,3.3,7,48.7,607,2025-07-02,2.5,2.6,10,4.8,6.0,11.4,8.6,11.1,2025-07-02 09:29:00
619,1182,840003268417679,1,A1,86,2025-07-02,2,1,4,9:41a,3.8,7,36.6,619,2025-07-02,2.4,2.3,197,4.8,6.0,16.8,8.3,10.7,2025-07-02 09:41:00
631,1172,840003268417032,1,A1,132,2025-07-02,2,1,4,9:52a,3.2,7,45.9,631,2025-07-02,2.0,2.7,411,4.6,5.7,13.0,8.4,10.4,2025-07-02 09:52:00
643,1174,840003268416657,1,A1,116,2025-07-02,2,1,4,10:00a,3.7,7,48.7,643,2025-07-02,3.0,2.8,48,4.9,6.0,14.8,8.8,11.8,2025-07-02 10:00:00
655,1148,840003268417044,1,A1,147,2025-07-02,2,1,4,10:13a,3.0,7,40.1,655,2025-07-02,1.9,3.0,1477,5.0,6.1,12.0,9.1,11.0,2025-07-02 10:13:00
667,265,840003250697421,6,B2,222,2025-07-02,2,2,4,11:01a,3.2,7,22.1,667,2025-07-02,3.8,2.6,115,4.7,5.8,13.2,8.4,12.2,2025-07-02 11:01:00
679,645,840003236994019,4,B2,267,2025-07-02,2,2,4,11:12a,4.1,7,26.6,679,2025-07-02,4.2,2.9,293,4.5,5.6,13.5,8.5,12.7,2025-07-02 11:12:00
691,746,840003236993312,3,B2,90,2025-07-02,2,2,4,11:23a,5.1,7,32.1,691,2025-07-02,4.2,2.5,47,4.8,6.0,18.4,8.5,12.7,2025-07-02 11:23:00
703,709,840003236994255,4,B2,143,2025-07-02,2,2,4,11:33a,4.2,7,19.7,703,2025-07-02,3.7,2.6,8,5.0,6.1,16.7,8.7,12.4,2025-07-02 11:33:00
715,913,840003249943127,2,B2,248,2025-07-02,2,2,4,11:43a,4.3,7,18.3,715,2025-07-02,5.0,3.0,13,4.6,5.7,17.9,8.7,13.7,2025-07-02 11:43:00
727,1139,840003268417029,1,A1,198,2025-07-02,3,2,5,5:39p,3.3,7,33.3,727,2025-07-02,3.3,2.8,11,5.0,6.1,13.4,8.9,12.2,2025-07-02 17:39:00
739,1137,840003268417057,1,A1,215,2025-07-02,3,2,5,5:50p,3.8,7,33.4,739,2025-07-02,3.3,3.0,8,5.0,6.1,11.2,9.1,12.4,2025-07-02 17:50:00
751,1143,840003268417036,1,A1,201,2025-07-02,3,2,5,5:59p,4.3,7,30.0,751,2025-07-02,4.4,3.5,37,4.8,5.9,13.8,9.4,13.8,2025-07-02 17:59:00
763,1152,840003268417050,1,A1,178,2025-07-02,3,2,5,6:11p,3.1,7,30.0,763,2025-07-02,4.4,3.1,10,4.9,6.0,13.6,9.1,13.5,2025-07-02 18:11:00
775,1179,840003268417711,1,A1,87,2025-07-02,3,2,5,6:21p,4.2,7,35.9,775,2025-07-02,2.8,2.8,75,5.0,6.1,11.4,8.9,11.7,2025-07-02 18:21:00
787,619,840003268416638,4,B2,158,2025-07-02,3,3,5,6:33p,4.7,7,31.2,787,2025-07-02,3.8,2.9,19,5.0,6.1,7.9,9.0,12.8,2025-07-02 18:33:00
799,766,840003236994278,3,B2,269,2025-07-02,3,3,5,6:43p,4.6,7,35.3,799,2025-07-02,3.8,2.9,33,4.8,6.0,11.2,8.9,12.7,2025-07-02 18:43:00
811,584,840003236994201,5,B2,143,2025-07-02,3,3,5,6:54p,3.5,7,29.0,811,2025-07-02,4.0,3.0,16,4.8,5.9,12.2,8.9,12.9,2025-07-02 18:54:00
823,916,840003249943143,2,B2,316,2025-07-02,3,3,5,7:03p,4.8,7,30.4,823,2025-07-02,4.6,3.2,5,4.8,6.0,14.4,9.2,13.8,2025-07-02 19:03:00
835,913,840003249943127,2,B2,248,2025-07-02,3,3,5,7:13p,4.3,7,24.7,835,2025-07-02,4.7,3.3,4,4.7,5.8,14.5,9.1,13.8,2025-07-02 19:13:00
847,1152,840003268417050,1,A1,178,2025-07-02,3,3,5,10:27p,3.1,7,15.9,847,2025-07-02,4.2,3.0,23,4.9,6.0,12.6,9.0,13.2,2025-07-02 22:27:00
859,1198,840003268417676,1,A1,73,2025-07-02,3,3,5,10:37p,4.0,7,27.0,859,2025-07-02,2.7,2.4,182,4.9,6.1,10.2,8.5,11.2,2025-07-02 22:37:00
871,1177,840003268417035,1,A1,112,2025-07-02,3,3,5,10:46p,4.6,7,24.8,871,2025-07-02,2.7,2.5,372,4.6,5.8,11.8,8.3,11.0,2025-07-02 22:46:00
883,1162,840003268417028,1,A1,109,2025-07-02,3,3,5,10:56p,3.7,7,23.1,883,2025-07-02,3.8,2.8,91,5.0,6.1,13.2,8.9,12.7,2025-07-02 22:56:00
895,1182,840003268417679,1,A1,86,2025-07-02,3,3,5,11:06p,3.8,7,18.1,895,2025-07-02,2.9,2.4,311,4.9,6.0,12.3,8.4,11.3,2025-07-02 23:06:00
907,709,840003236994255,4,B2,144,2025-07-03,3,1,6,5:54a,6.0,7,52.1,907,2025-07-03,3.7,2.7,4,4.9,6.0,12.3,8.7,12.4,2025-07-03 05:54:00
919,905,840003249943132,2,B2,242,2025-07-03,3,1,6,6:03a,5.0,7,44.1,919,2025-07-03,3.4,3.0,3,4.9,6.0,11.2,9.0,12.4,2025-07-03 06:03:00
931,645,840003236994019,4,B2,268,2025-07-03,3,1,6,6:14a,5.2,7,54.3,931,2025-07-03,3.5,3.2,153,4.5,5.6,9.7,8.8,12.3,2025-07-03 06:14:00
943,458,840003236992403,6,B2,26,2025-07-03,3,1,6,6:26a,4.2,7,47.6,943,2025-07-03,3.4,2.6,95,4.8,5.9,6.6,8.5,11.9,2025-07-03 06:26:00
955,754,840003236994260,3,B2,204,2025-07-03,3,1,6,6:39a,5.6,7,61.8,955,2025-07-03,2.4,2.8,826,4.6,5.7,8.7,8.5,10.9,2025-07-03 06:39:00
967,1198,840003268417676,1,A1,74,2025-07-03,3,1,6,9:06a,4.0,7,51.3,967,2025-07-03,1.9,2.4,91,4.8,6.0,12.1,8.4,10.3,2025-07-03 09:06:00
979,1139,840003268417029,1,A1,199,2025-07-03,3,1,6,9:22a,3.3,7,51.3,979,2025-07-03,2.8,2.6,13,4.8,6.0,10.6,8.6,11.4,2025-07-03 09:22:00
991,1195,840003268417703,1,A1,47,2025-07-03,3,1,6,9:33a,3.2,7,47.3,991,2025-07-03,2.8,2.5,20,4.9,6.0,10.6,8.5,11.3,2025-07-03 09:33:00
1003,1200,840003268417695,1,A1,55,2025-07-03,3,1,6,9:45a,4.7,7,39.3,1003,2025-07-03,3.1,2.7,3,4.9,6.0,11.3,8.7,11.8,2025-07-03 09:45:00
1015,1132,840003268417051,1,A1,227,2025-07-03,3,1,6,9:56a,4.6,7,46.7,1015,2025-07-03,4.0,3.0,12,4.9,6.0,13.2,9.0,13.0,2025-07-03 09:56:00
1027,826,840003236992668,3,A1,207,2025-07-03,3,2,6,11:02a,4.0,7,44.5,1027,2025-07-03,3.7,2.8,17,5.1,6.2,17.0,9.0,12.7,2025-07-03 11:02:00
1039,619,840003268416638,4,A1,159,2025-07-03,3,2,6,11:14a,4.6,7,16.5,1039,2025-07-03,3.7,2.9,37,4.8,5.9,9.6,8.8,12.5,2025-07-03 11:14:00
1051,913,840003249943127,2,A1,249,2025-07-03,3,2,6,11:24a,4.2,7,17.1,1051,2025-07-03,5.0,3.1,12,4.6,5.7,15.1,8.8,13.8,2025-07-03 11:24:00
1063,584,840003236994201,5,A1,144,2025-07-03,3,2,6,11:37a,3.5,7,23.6,1063,2025-07-03,4.3,2.8,20,4.7,5.8,12.5,8.6,12.9,2025-07-03 11:37:00
1075,425,840003236994213,5,A1,29,2025-07-03,3,2,6,11:46a,5.8,7,20.0,1075,2025-07-03,4.8,2.6,3331,4.4,5.6,11.6,8.2,13.0,2025-07-03 11:46:00
