tube_no,barnname,rfid,lact,grp,dim_days,date,day_of_study,daily_milking,study_milking,milking_end,avgmilkdur_mins,milking_stall,milk_wt_lbs,tube_number,date_1,fat_percent,protein_percent,scc_thous_per_ml,lactose_percent,other_solids_percent,mun_mg_per_dl,solids_not_fat_percent,total_solids_percent,endtime
266,1188,840003268417693,1,A1,85,2025-07-01,1,1,2,10:25a,4.5,2,52.9,266,2025-07-01,2.3,2.5,2,4.8,5.9,12.4,8.4,10.7,2025-07-01 10:25:00
278,1157,840003268417026,1,A1,157,2025-07-01,1,1,2,10:37a,4.2,2,47.9,278,2025-07-01,2.8,2.7,437,4.9,6.0,14.1,8.7,11.5,2025-07-01 10:37:00
290,1149,840003268417040,1,A1,84,2025-07-01,1,1,2,10:49a,6.7,2,56.9,290,2025-07-01,1.7,2.4,212,4.7,5.8,12.0,8.2,9.9,2025-07-01 10:49:00
302,992,840003250697416,2,B2,50,2025-07-01,1,2,2,11:16a,3.9,2,16.9,302,2025-07-01,3.1,2.7,28,4.8,5.9,14.1,8.6,11.7,2025-07-01 11:16:00
314,619,840003268416638,4,B2,157,2025-07-01,1,2,2,11:27a,5.0,2,19.9,314,2025-07-01,3.2,2.8,24,4.8,6.0,9.4,8.8,12.0,2025-07-01 11:27:00
326,906,840003249943125,2,B2,206,2025-07-01,1,2,2,11:35a,4.2,2,18.8,326,2025-07-01,3.7,2.8,4,4.9,6.0,13.7,8.8,12.5,2025-07-01 11:35:00
338,916,840003249943143,2,B2,315,2025-07-01,1,2,2,11:44a,4.8,2,16.9,338,2025-07-01,4.0,3.0,12,4.8,6.0,17.3,9.0,13.0,2025-07-01 11:44:00
350,792,840003236994288,3,B2,297,2025-07-01,1,2,2,11:55a,4.6,2,20.3,350,2025-07-01,5.0,2.9,56,4.5,5.6,13.7,8.5,13.5,2025-07-01 11:55:00
362,1178,840003268417031,1,A1,81,2025-07-01,2,2,3,5:52p,3.9,2,31.3,362,2025-07-01,4.2,2.7,2336,4.8,6.0,15.8,8.7,12.9,2025-07-01 17:52:00
374,1118,840003268416684,1,A1,243,2025-07-01,2,2,3,6:02p,3.8,2,28.7,374,2025-07-01,4.0,3.2,39,4.8,5.9,14.7,9.1,13.1,2025-07-01 18:02:00
386,1162,840003268417028,1,A1,108,2025-07-01,2,2,3,6:12p,3.7,2,30.0,386,2025-07-01,3.6,2.8,89,5.1,6.2,15.6,9.0,12.6,2025-07-01 18:12:00
398,1161,840003268417064,1,A1,130,2025-07-01,2,2,3,6:22p,3.6,2,27.3,398,2025-07-01,4.3,3.4,1579,4.8,5.9,13.5,9.3,13.6,2025-07-01 18:22:00
410,1147,840003268417066,1,A1,193,2025-07-01,2,2,3,6:31p,5.0,2,28.7,410,2025-07-01,4.1,3.1,456,4.6,5.7,14.4,8.8,12.9,2025-07-01 18:31:00
422,557,840003236994393,5,B2,232,2025-07-01,2,3,3,6:42p,3.9,2,28.9,422,2025-07-01,3.3,2.8,22,4.9,6.0,12.4,8.8,12.1,2025-07-01 18:42:00
434,487,840003236993327,5,B2,75,2025-07-01,2,3,3,6:57p,4.4,2,38.2,434,2025-07-01,4.0,2.6,7,4.9,6.0,18.0,8.6,12.6,2025-07-01 18:57:00
446,683,840003236994031,4,B2,186,2025-07-01,2,3,3,7:10p,4.4,2,34.1,446,2025-07-01,3.6,2.8,4,4.9,6.0,14.2,8.8,12.4,2025-07-01 19:10:00
458,926,840003249943149,2,B2,274,2025-07-01,2,3,3,7:20p,3.6,2,31.7,458,2025-07-01,3.4,3.0,18,4.9,6.0,14.1,9.0,12.4,2025-07-01 19:20:00
470,468,840003236994222,5,B2,167,2025-07-01,2,3,3,7:34p,5.0,2,33.0,470,2025-07-01,5.3,3.1,338,4.9,6.0,17.4,9.1,14.4,2025-07-01 19:34:00
482,1138,840003268417054,1,A1,204,2025-07-01,2,3,3,10:53p,4.7,2,18.3,482,2025-07-01,3.8,3.2,118,4.8,5.9,14.4,9.1,12.9,2025-07-01 22:53:00
494,1188,840003268417693,1,A1,86,2025-07-01,2,3,3,11:05p,4.5,2,24.1,494,2025-07-01,3.0,2.7,22,4.7,5.8,9.5,8.5,11.5,2025-07-01 23:05:00
506,1143,840003268417036,1,A1,201,2025-07-01,2,3,3,11:15p,4.3,2,21.5,506,2025-07-01,4.5,3.3,49,4.8,5.9,13.4,9.2,13.7,2025-07-01 23:15:00
518,1214,840003268416452,1,A1,28,2025-07-01,2,3,3,11:31p,4.3,2,19.4,518,2025-07-01,3.9,2.8,45,4.9,6.0,11.0,8.8,12.7,2025-07-01 23:31:00
530,1147,840003268417066,1,A1,194,2025-07-01,2,3,3,11:44p,5.1,2,18.6,530,2025-07-01,4.7,3.0,357,4.6,5.7,14.2,8.7,13.4,2025-07-01 23:44:00
542,947,840003250697476,2,B2,233,2025-07-02,2,1,4,5:58a,3.3,2,49.8,542,2025-07-02,3.8,2.9,33,4.6,5.7,12.9,8.6,12.4,2025-07-02 05:58:00
554,34,840003236992766,7,B2,158,2025-07-02,2,1,4,6:13a,4.1,2,33.1,554,2025-07-02,3.3,3.0,172,4.6,5.7,11.9,8.7,12.0,2025-07-02 06:13:00
566,645,840003236994019,4,B2,267,2025-07-02,2,1,4,6:28a,5.0,2,50.5,566,2025-07-02,3.6,3.1,184,4.6,5.7,10.9,8.8,12.4,2025-07-02 06:28:00
578,425,840003236994213,5,B2,28,2025-07-02,2,1,4,6:39a,5.8,2,46.3,578,2025-07-02,2.8,2.6,1096,4.8,5.9,10.5,8.5,11.3,2025-07-02 06:39:00
590,934,840003249943164,2,B2,245,2025-07-02,2,1,4,6:55a,3.8,2,38.5,590,2025-07-02,2.5,2.8,18,4.6,5.8,11.6,8.6,11.1,2025-07-02 06:55:00
602,1121,840003268416710,1,A1,178,2025-07-02,2,1,4,9:36a,4.2,2,46.4,602,2025-07-02,3.3,3.0,96,4.9,6.0,11.8,9.0,12.3,2025-07-02 09:36:00
614,1178,840003268417031,1,A1,82,2025-07-02,2,1,4,9:47a,3.9,2,45.7,614,2025-07-02,3.3,2.6,680,4.9,6.0,11.7,8.6,11.9,2025-07-02 09:47:00
626,1194,840003268417675,1,A1,44,2025-07-02,2,1,4,9:57a,4.4,2,42.9,626,2025-07-02,2.9,2.8,24,5.0,6.2,8.5,9.0,11.9,2025-07-02 09:57:00
638,1133,840003268417071,1,A1,210,2025-07-02,2,1,4,10:08a,3.8,2,43.5,638,2025-07-02,2.3,2.8,146,4.8,5.9,10.5,8.7,11.0,2025-07-02 10:08:00
650,1170,840003268417023,1,A1,103,2025-07-02,2,1,4,10:17a,3.5,2,47.7,650,2025-07-02,2.9,2.7,61,4.8,5.9,12.6,8.6,11.5,2025-07-02 10:17:00
662,907,840003249943144,2,B2,214,2025-07-02,2,2,4,11:01a,4.2,2,23.5,662,2025-07-02,5.0,2.8,2208,4.8,5.9,15.2,8.7,13.7,2025-07-02 11:01:00
674,487,840003236993327,5,B2,76,2025-07-02,2,2,4,11:11a,4.5,2,16.2,674,2025-07-02,4.5,2.6,64,4.8,5.9,15.8,8.5,13.0,2025-07-02 11:11:00
686,809,840003236992655,3,B2,148,2025-07-02,2,2,4,11:22a,7.5,2,33.3,686,2025-07-02,5.9,2.7,4,4.7,5.8,18.0,8.5,14.4,2025-07-02 11:22:00
698,425,840003236994213,5,B2,28,2025-07-02,2,2,4,11:35a,5.8,2,17.9,698,2025-07-02,5.1,2.5,2310,4.6,5.7,14.5,8.2,13.3,2025-07-02 11:35:00
710,655,840003236994015,4,B2,291,2025-07-02,2,2,4,11:50a,4.9,2,14.0,710,2025-07-02,4.3,3.2,7508,3.7,4.8,12.3,8.0,12.3,2025-07-02 11:50:00
722,1121,840003268416710,1,A1,178,2025-07-02,3,2,5,5:31p,4.2,2,29.8,722,2025-07-02,4.0,3.1,216,4.8,5.9,13.3,9.0,13.0,2025-07-02 17:31:00
734,1126,840003268416673,1,A1,220,2025-07-02,3,2,5,5:43p,3.4,2,27.0,734,2025-07-02,4.0,3.2,12,4.5,5.6,11.4,8.8,12.8,2025-07-02 17:43:00
746,1217,840003268416447,1,A1,30,2025-07-02,3,2,5,5:54p,4.4,2,25.7,746,2025-07-02,3.5,2.7,33,4.9,6.0,10.5,8.7,12.2,2025-07-02 17:54:00
758,1161,840003268417064,1,A1,131,2025-07-02,3,2,5,6:04p,3.6,2,26.8,758,2025-07-02,4.1,3.5,1375,4.8,6.0,14.4,9.5,13.6,2025-07-02 18:04:00
770,1171,840003268417037,1,A1,127,2025-07-02,3,2,5,6:15p,3.3,2,28.9,770,2025-07-02,2.4,3.0,173,4.6,5.7,13.8,8.7,11.1,2025-07-02 18:15:00
782,487,840003236993327,5,B2,76,2025-07-02,3,3,5,6:27p,4.5,2,28.2,782,2025-07-02,3.8,2.5,13,4.8,6.0,15.2,8.5,12.3,2025-07-02 18:27:00
794,408,840003236993349,5,B2,251,2025-07-02,3,3,5,6:38p,3.7,2,30.1,794,2025-07-02,4.3,3.0,270,4.6,5.7,9.5,8.7,13.0,2025-07-02 18:38:00
806,210,840003236992754,7,B2,124,2025-07-02,3,3,5,6:50p,4.6,2,31.2,806,2025-07-02,2.6,2.5,8,4.9,6.0,12.1,8.5,11.1,2025-07-02 18:50:00
818,792,840003236994288,3,B2,298,2025-07-02,3,3,5,6:59p,4.5,2,24.0,818,2025-07-02,3.6,3.1,26,4.6,5.7,11.6,8.8,12.4,2025-07-02 18:59:00
830,800,840003236994285,3,B2,172,2025-07-02,3,3,5,7:10p,5.1,2,34.6,830,2025-07-02,4.2,3.0,0,4.8,5.9,12.6,8.9,13.1,2025-07-02 19:10:00
842,1144,840003268417043,1,A1,192,2025-07-02,3,3,5,10:33p,4.4,2,19.3,842,2025-07-02,4.2,2.8,29,4.6,5.8,14.1,8.6,12.8,2025-07-02 22:33:00
854,962,840003250697496,2,A1,128,2025-07-02,3,3,5,10:42p,6.4,2,21.7,854,2025-07-02,3.7,2.8,22,4.7,5.8,9.8,8.6,12.3,2025-07-02 22:42:00
866,1188,840003268417693,1,A1,86,2025-07-02,3,3,5,10:51p,4.5,2,21.7,866,2025-07-02,2.8,2.7,13,4.8,6.0,8.7,8.7,11.5,2025-07-02 22:51:00
878,1101,840003268416711,1,A1,236,2025-07-02,3,3,5,11:00p,4.1,2,16.9,878,2025-07-02,4.4,3.1,54,4.8,5.9,12.5,9.0,13.4,2025-07-02 23:00:00
890,1214,840003268416452,1,A1,28,2025-07-02,3,3,5,11:11p,4.3,2,21.0,890,2025-07-02,3.9,2.8,45,4.8,6.0,10.2,8.8,12.7,2025-07-02 23:11:00
902,456,840003236993676,5,B2,214,2025-07-03,3,1,6,5:46a,4.6,2,47.8,902,2025-07-03,3.5,3.1,0,4.9,6.0,7.2,9.1,12.6,2025-07-03 05:46:00
914,992,840003250697416,2,B2,52,2025-07-03,3,1,6,5:57a,4.0,2,48.9,914,2025-07-03,2.9,2.8,32,4.8,5.9,8.2,8.7,11.6,2025-07-03 05:57:00
926,557,840003236994393,5,B2,234,2025-07-03,3,1,6,6:11a,3.9,2,45.1,926,2025-07-03,2.7,2.7,11,4.8,5.9,11.8,8.6,11.3,2025-07-03 06:11:00
938,180,840003236992779,7,B2,194,2025-07-03,3,1,6,6:20a,4.1,2,27.0,938,2025-07-03,3.8,2.6,3109,4.2,5.4,16.5,8.0,11.8,2025-07-03 06:20:00
950,210,840003236992754,7,B2,125,2025-07-03,3,1,6,6:32a,4.8,2,58.0,950,2025-07-03,3.4,2.3,18,4.8,5.9,11.2,8.2,11.6,2025-07-03 06:32:00
962,1118,840003268416684,1,A1,245,2025-07-03,3,1,6,9:11a,3.9,2,46.2,962,2025-07-03,3.1,2.8,19,4.8,6.0,12.5,8.8,11.9,2025-07-03 09:11:00
974,1194,840003268417675,1,A1,45,2025-07-03,3,1,6,9:21a,4.5,2,42.7,974,2025-07-03,3.0,2.8,19,5.0,6.2,8.2,9.0,12.0,2025-07-03 09:21:00
986,1175,840003268417070,1,A1,94,2025-07-03,3,1,6,9:31a,3.8,2,39.1,986,2025-07-03,3.2,2.8,27,4.8,5.9,12.7,8.7,11.9,2025-07-03 09:31:00
998,1135,840003268417062,1,A1,211,2025-07-03,3,1,6,9:41a,4.0,2,47.9,998,2025-07-03,3.1,2.8,63,4.5,5.6,9.1,8.4,11.5,2025-07-03 09:41:00
1010,1147,840003268417066,1,A1,195,2025-07-03,3,1,6,9:51a,5.6,2,40.4,1010,2025-07-03,3.6,2.8,104,4.6,5.7,15.7,8.5,12.1,2025-07-03 09:51:00
1022,34,840003236992766,7,A1,159,2025-07-03,3,2,6,11:05a,4.2,2,20.5,1022,2025-07-03,4.6,2.9,141,4.5,5.6,11.5,8.5,13.1,2025-07-03 11:05:00
1034,679,840003236994043,4,A1,210,2025-07-03,3,2,6,11:15a,6.0,2,2.0,1034,2025-07-03,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2025-07-03 11:15:00
1046,645,840003236994019,4,A1,268,2025-07-03,3,2,6,11:26a,5.2,2,18.9,1046,2025-07-03,3.9,3.1,185,4.5,5.6,11.1,8.7,12.6,2025-07-03 11:26:00
1058,527,840003236993693,5,A1,179,2025-07-03,3,2,6,11:36a,6.0,2,23.6,1058,2025-07-03,2.8,2.6,20,4.5,5.6,10.1,8.2,11.0,2025-07-03 11:36:00
1070,456,840003236993676,5,A1,214,2025-07-03,3,2,6,11:47a,4.6,2,25.7,1070,2025-07-03,3.7,2.9,13,4.9,6.0,9.7,8.9,12.6,2025-07-03 11:47:00
